method,mu_built_in,mu_emp,mod,nc,nc_norm,nmi
LP,0.941,0.941,0.0274,64,1.7297297297297298,0.232
ML,0.9262,0.9262,0.0264,35,0.9459459459459459,0.148
WT,0.943,0.943,0.025,96,2.5945945945945947,0.262
LV,0.9371,0.9371,0.0177,37,1,0.15
LD,0.9009,0.9009,0.0277,27,0.7297297297297297,0.101
LP,0.949,0.949,0.0208,71,1.9189189189189189,0.236
ML,0.9346,0.9346,0.0202,36,0.972972972972973,0.158
WT,0.9475,0.9475,0.0227,96,2.5945945945945947,0.263
LV,0.9212,0.9212,0.033,37,1,0.173
LD,0.9068,0.9068,0.0229,28,0.7567567567567568,0.114
LP,0.942,0.942,0.0272,69,1.864864864864865,0.239
ML,0.942,0.942,0.0154,35,0.9459459459459459,0.149
WT,0.9544,0.9544,0.0184,96,2.5945945945945947,0.264
LV,0.9237,0.9237,0.0245,32,0.8648648648648649,0.146
LD,0.9054,0.9054,0.0291,28,0.7567567567567568,0.109
LP,0.9495,0.9495,0.0209,71,1.9189189189189189,0.245
ML,0.939,0.939,0.0151,36,0.972972972972973,0.155
WT,0.95,0.95,0.0221,96,2.5945945945945947,0.264
LV,0.9277,0.9277,0.0291,36,0.972972972972973,0.16
LD,0.9049,0.9049,0.0214,29,0.7837837837837838,0.112
LP,0.9415,0.9415,0.0249,74,2,0.249
ML,0.9306,0.9306,0.0204,35,0.9459459459459459,0.149
WT,0.9475,0.9475,0.0247,96,2.5945945945945947,0.273
LV,0.9366,0.9366,0.0161,34,0.918918918918919,0.149
LD,0.9054,0.9054,0.0276,27,0.7297297297297297,0.105
LP,0.9425,0.9425,0.0248,65,1.7567567567567568,0.227
ML,0.9316,0.9316,0.0237,35,0.9459459459459459,0.152
WT,0.9559,0.9559,0.0158,96,2.5945945945945947,0.259
LV,0.9252,0.9252,0.0223,32,0.8648648648648649,0.134
LD,0.9024,0.9024,0.015,28,0.7567567567567568,0.108
LP,0.949,0.949,0.0213,63,1.7027027027027026,0.228
ML,0.9366,0.9366,0.0218,37,1,0.162
WT,0.946,0.946,0.0259,96,2.5945945945945947,0.267
LV,0.9281,0.9281,0.0271,35,0.9459459459459459,0.148
LD,0.9093,0.9093,0.0245,28,0.7567567567567568,0.104
LP,0.939,0.939,0.0275,63,1.7027027027027026,0.231
ML,0.9257,0.9257,0.0286,35,0.9459459459459459,0.146
WT,0.9485,0.9485,0.0234,96,2.5945945945945947,0.268
LV,0.9351,0.9351,0.0183,35,0.9459459459459459,0.144
LD,0.9063,0.9063,0.0227,27,0.7297297297297297,0.106
LP,0.9361,0.9361,0.0313,65,1.7567567567567568,0.241
ML,0.9316,0.9316,0.024,35,0.9459459459459459,0.149
WT,0.9425,0.9425,0.0288,96,2.5945945945945947,0.266
LV,0.9257,0.9257,0.0283,35,0.9459459459459459,0.148
LD,0.9148,0.9148,0.0221,29,0.7837837837837838,0.111
LP,0.9485,0.9485,0.024,70,1.8918918918918919,0.238
ML,0.9301,0.9301,0.025,35,0.9459459459459459,0.147
WT,0.945,0.945,0.0257,96,2.5945945945945947,0.265
LV,0.9247,0.9247,0.0279,36,0.972972972972973,0.159
LD,0.9093,0.9093,0.0143,28,0.7567567567567568,0.097
LP,0.9514,0.9514,0.0166,69,1.864864864864865,0.241
ML,0.9277,0.9277,0.0277,35,0.9459459459459459,0.144
WT,0.9519,0.9519,0.0206,96,2.5945945945945947,0.26
LV,0.9252,0.9252,0.03,36,0.972972972972973,0.153
LD,0.9044,0.9044,0.0226,31,0.8378378378378378,0.115
LP,0.947,0.947,0.0212,66,1.7837837837837838,0.237
ML,0.9351,0.9351,0.0194,35,0.9459459459459459,0.14
WT,0.9569,0.9569,0.0178,96,2.5945945945945947,0.268
LV,0.9267,0.9267,0.0257,35,0.9459459459459459,0.15
LD,0.9123,0.9123,0.0202,27,0.7297297297297297,0.105
LP,0.9445,0.9445,0.0196,57,1.5405405405405406,0.223
ML,0.9187,0.9187,0.0341,34,0.918918918918919,0.144
WT,0.9524,0.9524,0.0199,96,2.5945945945945947,0.265
LV,0.9163,0.9163,0.0324,35,0.9459459459459459,0.15
LD,0.8984,0.8984,0.027,28,0.7567567567567568,0.105
LP,0.9405,0.9405,0.0233,71,1.9189189189189189,0.247
ML,0.9311,0.9311,0.027,37,1,0.164
WT,0.943,0.943,0.0282,96,2.5945945945945947,0.27
LV,0.9222,0.9222,0.0318,36,0.972972972972973,0.149
LD,0.9148,0.9148,0.017,28,0.7567567567567568,0.109
LP,0.9386,0.9386,0.0273,60,1.6216216216216217,0.221
ML,0.9232,0.9232,0.0287,35,0.9459459459459459,0.152
WT,0.9504,0.9504,0.0222,96,2.5945945945945947,0.263
LV,0.9326,0.9326,0.02,35,0.9459459459459459,0.148
LD,0.9034,0.9034,0.0318,27,0.7297297297297297,0.115
LP,0.9361,0.9361,0.033,67,1.8108108108108107,0.241
ML,0.9326,0.9326,0.0242,37,1,0.167
WT,0.9425,0.9425,0.0286,96,2.5945945945945947,0.265
LV,0.9306,0.9306,0.0208,34,0.918918918918919,0.138
LD,0.9024,0.9024,0.0216,29,0.7837837837837838,0.112
LP,0.95,0.95,0.0216,72,1.945945945945946,0.243
ML,0.9272,0.9272,0.0284,36,0.972972972972973,0.16
WT,0.9504,0.9504,0.0217,96,2.5945945945945947,0.265
LV,0.9232,0.9232,0.0309,35,0.9459459459459459,0.154
LD,0.9049,0.9049,0.0271,27,0.7297297297297297,0.105
LP,0.939,0.939,0.0256,66,1.7837837837837838,0.228
ML,0.9212,0.9212,0.0294,34,0.918918918918919,0.148
WT,0.944,0.944,0.024,96,2.5945945945945947,0.273
LV,0.9232,0.9232,0.0293,35,0.9459459459459459,0.153
LD,0.8974,0.8974,0.0229,27,0.7297297297297297,0.103
LP,0.9376,0.9376,0.0293,67,1.8108108108108107,0.237
ML,0.9257,0.9257,0.0308,36,0.972972972972973,0.162
WT,0.948,0.948,0.022,96,2.5945945945945947,0.268
LV,0.9252,0.9252,0.0284,35,0.9459459459459459,0.158
LD,0.9167,0.9167,0.0162,29,0.7837837837837838,0.105
LP,0.945,0.945,0.0188,60,1.6216216216216217,0.222
ML,0.9306,0.9306,0.0224,35,0.9459459459459459,0.148
WT,0.9529,0.9529,0.0185,96,2.5945945945945947,0.271
LV,0.9291,0.9291,0.0256,36,0.972972972972973,0.156
LD,0.9133,0.9133,0.0225,28,0.7567567567567568,0.102
LP,0.945,0.945,0.0254,73,1.972972972972973,0.246
ML,0.9227,0.9227,0.0326,36,0.972972972972973,0.16
WT,0.9485,0.9485,0.0239,96,2.5945945945945947,0.267
LV,0.9286,0.9286,0.0206,34,0.918918918918919,0.151
LD,0.8845,0.8845,0.0362,28,0.7567567567567568,0.1
LP,0.9361,0.9361,0.0276,64,1.7297297297297298,0.236
ML,0.9356,0.9356,0.0212,36,0.972972972972973,0.159
WT,0.946,0.946,0.0248,96,2.5945945945945947,0.27
LV,0.9336,0.9336,0.0269,37,1,0.171
LD,0.9034,0.9034,0.0229,27,0.7297297297297297,0.102
LP,0.943,0.943,0.0251,60,1.6216216216216217,0.224
ML,0.9291,0.9291,0.024,35,0.9459459459459459,0.147
WT,0.9475,0.9475,0.0261,96,2.5945945945945947,0.266
LV,0.94,0.94,0.0175,37,1,0.155
LD,0.9083,0.9083,0.0241,28,0.7567567567567568,0.111
LP,0.9435,0.9435,0.0287,71,1.9189189189189189,0.252
ML,0.9351,0.9351,0.0198,36,0.972972972972973,0.158
WT,0.947,0.947,0.0245,96,2.5945945945945947,0.263
LV,0.9311,0.9311,0.0233,35,0.9459459459459459,0.148
LD,0.9044,0.9044,0.0232,27,0.7297297297297297,0.106
LP,0.9485,0.9485,0.0197,65,1.7567567567567568,0.236
ML,0.9361,0.9361,0.018,35,0.9459459459459459,0.15
WT,0.949,0.949,0.0235,96,2.5945945945945947,0.262
LV,0.9197,0.9197,0.0301,35,0.9459459459459459,0.151
LD,0.9098,0.9098,0.0161,28,0.7567567567567568,0.104
LP,0.9415,0.9415,0.028,73,1.972972972972973,0.259
ML,0.9361,0.9361,0.0198,37,1,0.163
WT,0.943,0.943,0.0289,96,2.5945945945945947,0.263
LV,0.9277,0.9277,0.029,36,0.972972972972973,0.158
LD,0.8949,0.8949,0.0269,27,0.7297297297297297,0.106
LP,0.9366,0.9366,0.0296,63,1.7027027027027026,0.224
ML,0.9361,0.9361,0.0203,35,0.9459459459459459,0.147
WT,0.949,0.949,0.0222,96,2.5945945945945947,0.265
LV,0.9267,0.9267,0.0283,35,0.9459459459459459,0.15
LD,0.8969,0.8969,0.0283,29,0.7837837837837838,0.112
LP,0.9445,0.9445,0.0245,64,1.7297297297297298,0.228
ML,0.9301,0.9301,0.0258,35,0.9459459459459459,0.156
WT,0.9504,0.9504,0.0227,96,2.5945945945945947,0.266
LV,0.9336,0.9336,0.0235,37,1,0.153
LD,0.8994,0.8994,0.0319,28,0.7567567567567568,0.113
LP,0.9351,0.9351,0.0331,58,1.5675675675675675,0.223
ML,0.9202,0.9202,0.0288,34,0.918918918918919,0.15
WT,0.9475,0.9475,0.0242,96,2.5945945945945947,0.268
LV,0.9326,0.9326,0.0231,36,0.972972972972973,0.153
LD,0.9058,0.9058,0.0286,28,0.7567567567567568,0.107
LP,0.9435,0.9435,0.0255,62,1.6756756756756757,0.235
ML,0.9217,0.9217,0.0272,33,0.8918918918918919,0.139
WT,0.9509,0.9509,0.0183,96,2.5945945945945947,0.277
LV,0.9351,0.9351,0.0254,38,1.027027027027027,0.164
LD,0.8979,0.8979,0.0272,29,0.7837837837837838,0.113
LP,0.947,0.947,0.025,76,2.054054054054054,0.247
ML,0.9197,0.9197,0.0269,33,0.8918918918918919,0.135
WT,0.947,0.947,0.0235,96,2.5945945945945947,0.268
LV,0.9247,0.9247,0.0284,35,0.9459459459459459,0.15
LD,0.8954,0.8954,0.0365,28,0.7567567567567568,0.117
LP,0.9425,0.9425,0.024,63,1.7027027027027026,0.237
ML,0.9361,0.9361,0.0218,37,1,0.154
WT,0.948,0.948,0.0219,96,2.5945945945945947,0.258
LV,0.9291,0.9291,0.0247,35,0.9459459459459459,0.154
LD,0.9083,0.9083,0.0206,28,0.7567567567567568,0.111
LP,0.9485,0.9485,0.0223,70,1.8918918918918919,0.239
ML,0.9326,0.9326,0.027,37,1,0.167
WT,0.946,0.946,0.0247,96,2.5945945945945947,0.263
LV,0.9257,0.9257,0.0271,35,0.9459459459459459,0.149
LD,0.8959,0.8959,0.0232,27,0.7297297297297297,0.1
LP,0.9425,0.9425,0.0249,64,1.7297297297297298,0.241
ML,0.939,0.939,0.0116,34,0.918918918918919,0.148
WT,0.9485,0.9485,0.0255,96,2.5945945945945947,0.264
LV,0.9306,0.9306,0.0237,35,0.9459459459459459,0.145
LD,0.8915,0.8915,0.0342,28,0.7567567567567568,0.115
LP,0.9445,0.9445,0.0244,61,1.6486486486486487,0.227
ML,0.9242,0.9242,0.0309,35,0.9459459459459459,0.146
WT,0.9514,0.9514,0.0228,96,2.5945945945945947,0.271
LV,0.9277,0.9277,0.0243,35,0.9459459459459459,0.155
LD,0.8989,0.8989,0.0285,26,0.7027027027027027,0.105
LP,0.9445,0.9445,0.0237,67,1.8108108108108107,0.241
ML,0.9296,0.9296,0.024,35,0.9459459459459459,0.162
WT,0.944,0.944,0.0261,96,2.5945945945945947,0.26
LV,0.9361,0.9361,0.019,35,0.9459459459459459,0.15
LD,0.9019,0.9019,0.0219,27,0.7297297297297297,0.106
LP,0.9475,0.9475,0.0209,68,1.837837837837838,0.231
ML,0.9286,0.9286,0.0241,35,0.9459459459459459,0.157
WT,0.9485,0.9485,0.0235,96,2.5945945945945947,0.27
LV,0.9232,0.9232,0.0283,35,0.9459459459459459,0.147
LD,0.9058,0.9058,0.0267,28,0.7567567567567568,0.11
LP,0.941,0.941,0.0253,67,1.8108108108108107,0.236
ML,0.9301,0.9301,0.0243,35,0.9459459459459459,0.148
WT,0.944,0.944,0.0265,96,2.5945945945945947,0.269
LV,0.9232,0.9232,0.0289,34,0.918918918918919,0.142
LD,0.9044,0.9044,0.0193,28,0.7567567567567568,0.106
LP,0.9395,0.9395,0.0283,65,1.7567567567567568,0.228
ML,0.9351,0.9351,0.0225,37,1,0.166
WT,0.9415,0.9415,0.0301,96,2.5945945945945947,0.274
LV,0.9197,0.9197,0.0302,34,0.918918918918919,0.147
LD,0.9054,0.9054,0.0252,28,0.7567567567567568,0.105
LP,0.9405,0.9405,0.0256,67,1.8108108108108107,0.24
ML,0.9202,0.9202,0.0352,36,0.972972972972973,0.157
WT,0.9445,0.9445,0.0281,96,2.5945945945945947,0.265
LV,0.9301,0.9301,0.0235,35,0.9459459459459459,0.136
LD,0.8954,0.8954,0.0199,27,0.7297297297297297,0.102
LP,0.9455,0.9455,0.024,65,1.7567567567567568,0.24
ML,0.9207,0.9207,0.034,36,0.972972972972973,0.16
WT,0.9445,0.9445,0.0288,96,2.5945945945945947,0.267
LV,0.9247,0.9247,0.0299,35,0.9459459459459459,0.152
LD,0.9073,0.9073,0.0137,27,0.7297297297297297,0.104
LP,0.9435,0.9435,0.0217,68,1.837837837837838,0.235
ML,0.9277,0.9277,0.0243,35,0.9459459459459459,0.155
WT,0.9509,0.9509,0.0207,96,2.5945945945945947,0.269
LV,0.9371,0.9371,0.0216,37,1,0.157
LD,0.8845,0.8845,0.0376,27,0.7297297297297297,0.106
LP,0.9435,0.9435,0.0223,64,1.7297297297297298,0.236
ML,0.9331,0.9331,0.0238,36,0.972972972972973,0.163
WT,0.9519,0.9519,0.0221,96,2.5945945945945947,0.262
LV,0.9321,0.9321,0.0232,35,0.9459459459459459,0.148
LD,0.9063,0.9063,0.0249,29,0.7837837837837838,0.114
LP,0.9445,0.9445,0.0267,66,1.7837837837837838,0.243
ML,0.9366,0.9366,0.0206,36,0.972972972972973,0.151
WT,0.9485,0.9485,0.0246,96,2.5945945945945947,0.262
LV,0.9281,0.9281,0.0263,36,0.972972972972973,0.148
LD,0.9172,0.9172,0.0123,28,0.7567567567567568,0.103
LP,0.9475,0.9475,0.0219,70,1.8918918918918919,0.24
ML,0.9286,0.9286,0.0237,34,0.918918918918919,0.146
WT,0.942,0.942,0.0267,96,2.5945945945945947,0.269
LV,0.9331,0.9331,0.0204,35,0.9459459459459459,0.153
LD,0.9113,0.9113,0.0164,27,0.7297297297297297,0.097
LP,0.9445,0.9445,0.0222,66,1.7837837837837838,0.226
ML,0.9202,0.9202,0.0327,34,0.918918918918919,0.143
WT,0.9495,0.9495,0.0227,96,2.5945945945945947,0.258
LV,0.9341,0.9341,0.0236,37,1,0.151
LD,0.9093,0.9093,0.0162,27,0.7297297297297297,0.1
LP,0.946,0.946,0.0202,65,1.7567567567567568,0.236
ML,0.9336,0.9336,0.0202,35,0.9459459459459459,0.152
WT,0.947,0.947,0.0231,96,2.5945945945945947,0.261
LV,0.9386,0.9386,0.0153,35,0.9459459459459459,0.145
LD,0.9029,0.9029,0.0294,28,0.7567567567567568,0.118
LP,0.9455,0.9455,0.0233,65,1.7567567567567568,0.236
ML,0.9356,0.9356,0.0192,36,0.972972972972973,0.149
WT,0.947,0.947,0.0227,96,2.5945945945945947,0.265
LV,0.9277,0.9277,0.0305,36,0.972972972972973,0.155
LD,0.8974,0.8974,0.0276,27,0.7297297297297297,0.11
LP,0.9445,0.9445,0.0209,60,1.6216216216216217,0.23
ML,0.9336,0.9336,0.0199,35,0.9459459459459459,0.144
WT,0.948,0.948,0.0232,96,2.5945945945945947,0.269
LV,0.9361,0.9361,0.0168,36,0.972972972972973,0.149
LD,0.9098,0.9098,0.0226,30,0.8108108108108109,0.117
LP,0.942,0.942,0.0292,67,1.8108108108108107,0.232
ML,0.9356,0.9356,0.0183,35,0.9459459459459459,0.148
WT,0.9514,0.9514,0.0223,96,2.5945945945945947,0.263
LV,0.9306,0.9306,0.0226,35,0.9459459459459459,0.15
LD,0.9093,0.9093,0.0244,28,0.7567567567567568,0.113
LP,0.9465,0.9465,0.0232,64,1.7297297297297298,0.23
ML,0.9277,0.9277,0.0253,35,0.9459459459459459,0.153
WT,0.947,0.947,0.025,96,2.5945945945945947,0.262
LV,0.9311,0.9311,0.0247,36,0.972972972972973,0.153
LD,0.9083,0.9083,0.0204,26,0.7027027027027027,0.094
LP,0.942,0.942,0.026,63,1.7027027027027026,0.23
ML,0.9232,0.9232,0.0268,35,0.9459459459459459,0.154
WT,0.941,0.941,0.0287,96,2.5945945945945947,0.275
LV,0.9291,0.9291,0.0273,36,0.972972972972973,0.156
LD,0.9123,0.9123,0.0209,28,0.7567567567567568,0.108
LP,0.942,0.942,0.0279,70,1.8918918918918919,0.246
ML,0.9395,0.9395,0.0157,36,0.972972972972973,0.147
WT,0.943,0.943,0.0284,96,2.5945945945945947,0.268
LV,0.9257,0.9257,0.0286,35,0.9459459459459459,0.151
LD,0.8984,0.8984,0.0308,28,0.7567567567567568,0.112
LP,0.9495,0.9495,0.0212,72,1.945945945945946,0.239
ML,0.9346,0.9346,0.0213,36,0.972972972972973,0.163
WT,0.944,0.944,0.028,96,2.5945945945945947,0.268
LV,0.9301,0.9301,0.0256,35,0.9459459459459459,0.154
LD,0.8964,0.8964,0.0288,29,0.7837837837837838,0.116
LP,0.945,0.945,0.0247,66,1.7837837837837838,0.23
ML,0.9296,0.9296,0.0267,37,1,0.167
WT,0.9485,0.9485,0.0252,96,2.5945945945945947,0.268
LV,0.9296,0.9296,0.0187,34,0.918918918918919,0.135
LD,0.892,0.892,0.0309,26,0.7027027027027027,0.092
LP,0.9524,0.9524,0.0178,69,1.864864864864865,0.234
ML,0.9281,0.9281,0.0245,35,0.9459459459459459,0.155
WT,0.9485,0.9485,0.0228,96,2.5945945945945947,0.274
LV,0.9286,0.9286,0.0249,34,0.918918918918919,0.132
LD,0.9187,0.9187,0.0142,30,0.8108108108108109,0.115
LP,0.9509,0.9509,0.0184,71,1.9189189189189189,0.243
ML,0.9341,0.9341,0.0237,37,1,0.159
WT,0.9435,0.9435,0.0267,96,2.5945945945945947,0.269
LV,0.9222,0.9222,0.034,37,1,0.159
LD,0.9088,0.9088,0.0196,29,0.7837837837837838,0.109
LP,0.9356,0.9356,0.0295,62,1.6756756756756757,0.234
ML,0.9296,0.9296,0.0253,35,0.9459459459459459,0.148
WT,0.9455,0.9455,0.0263,96,2.5945945945945947,0.269
LV,0.9262,0.9262,0.0258,34,0.918918918918919,0.141
LD,0.8895,0.8895,0.0284,28,0.7567567567567568,0.11
LP,0.948,0.948,0.0215,68,1.837837837837838,0.233
ML,0.9361,0.9361,0.0197,35,0.9459459459459459,0.161
WT,0.9524,0.9524,0.0201,96,2.5945945945945947,0.269
LV,0.9247,0.9247,0.0305,35,0.9459459459459459,0.149
LD,0.9044,0.9044,0.0188,29,0.7837837837837838,0.113
LP,0.944,0.944,0.0248,63,1.7027027027027026,0.23
ML,0.9425,0.9425,0.0163,37,1,0.158
WT,0.9465,0.9465,0.0252,96,2.5945945945945947,0.266
LV,0.9237,0.9237,0.0274,33,0.8918918918918919,0.144
LD,0.9058,0.9058,0.0198,28,0.7567567567567568,0.1
LP,0.9465,0.9465,0.0215,64,1.7297297297297298,0.232
ML,0.9277,0.9277,0.0282,36,0.972972972972973,0.154
WT,0.9445,0.9445,0.0262,96,2.5945945945945947,0.267
LV,0.9356,0.9356,0.0233,37,1,0.161
LD,0.9093,0.9093,0.0203,28,0.7567567567567568,0.106
LP,0.949,0.949,0.0227,67,1.8108108108108107,0.239
ML,0.9267,0.9267,0.0313,36,0.972972972972973,0.162
WT,0.9514,0.9514,0.022,96,2.5945945945945947,0.26
LV,0.9227,0.9227,0.0338,37,1,0.161
LD,0.9177,0.9177,0.0158,29,0.7837837837837838,0.123
LP,0.9405,0.9405,0.025,66,1.7837837837837838,0.237
ML,0.9262,0.9262,0.0231,34,0.918918918918919,0.142
WT,0.948,0.948,0.0232,96,2.5945945945945947,0.266
LV,0.9237,0.9237,0.0322,36,0.972972972972973,0.171
LD,0.9093,0.9093,0.0185,28,0.7567567567567568,0.114
LP,0.95,0.95,0.0171,60,1.6216216216216217,0.224
ML,0.9326,0.9326,0.0224,36,0.972972972972973,0.153
WT,0.949,0.949,0.0238,96,2.5945945945945947,0.263
LV,0.9376,0.9376,0.0197,36,0.972972972972973,0.165
LD,0.9068,0.9068,0.0256,28,0.7567567567567568,0.106
LP,0.9395,0.9395,0.0288,68,1.837837837837838,0.241
ML,0.9286,0.9286,0.0253,36,0.972972972972973,0.161
WT,0.9495,0.9495,0.022,96,2.5945945945945947,0.263
LV,0.9291,0.9291,0.0237,35,0.9459459459459459,0.137
LD,0.9153,0.9153,0.0112,27,0.7297297297297297,0.095
LP,0.9445,0.9445,0.0228,67,1.8108108108108107,0.243
ML,0.9277,0.9277,0.0278,36,0.972972972972973,0.16
WT,0.945,0.945,0.0253,96,2.5945945945945947,0.271
LV,0.9311,0.9311,0.0235,35,0.9459459459459459,0.154
LD,0.9004,0.9004,0.0253,28,0.7567567567567568,0.11
LP,0.942,0.942,0.0264,63,1.7027027027027026,0.223
ML,0.9395,0.9395,0.016,35,0.9459459459459459,0.144
WT,0.9514,0.9514,0.0193,96,2.5945945945945947,0.263
LV,0.9376,0.9376,0.02,36,0.972972972972973,0.16
LD,0.9073,0.9073,0.0215,27,0.7297297297297297,0.096
LP,0.947,0.947,0.0187,65,1.7567567567567568,0.241
ML,0.9277,0.9277,0.0256,36,0.972972972972973,0.155
WT,0.948,0.948,0.0262,96,2.5945945945945947,0.266
LV,0.9301,0.9301,0.0237,36,0.972972972972973,0.159
LD,0.9004,0.9004,0.0258,29,0.7837837837837838,0.114
LP,0.94,0.94,0.0261,64,1.7297297297297298,0.231
ML,0.9306,0.9306,0.0247,35,0.9459459459459459,0.158
WT,0.9485,0.9485,0.0207,96,2.5945945945945947,0.267
LV,0.9336,0.9336,0.0163,34,0.918918918918919,0.149
LD,0.9044,0.9044,0.0281,27,0.7297297297297297,0.108
LP,0.9524,0.9524,0.0191,74,2,0.249
ML,0.9316,0.9316,0.0218,34,0.918918918918919,0.147
WT,0.9386,0.9386,0.0323,96,2.5945945945945947,0.275
LV,0.9316,0.9316,0.0221,34,0.918918918918919,0.14
LD,0.8949,0.8949,0.0276,28,0.7567567567567568,0.111
LP,0.9519,0.9519,0.0197,71,1.9189189189189189,0.24
ML,0.939,0.939,0.0153,35,0.9459459459459459,0.149
WT,0.9549,0.9549,0.02,96,2.5945945945945947,0.259
LV,0.9336,0.9336,0.0211,35,0.9459459459459459,0.146
LD,0.9029,0.9029,0.0252,28,0.7567567567567568,0.112
LP,0.9395,0.9395,0.0293,71,1.9189189189189189,0.234
ML,0.9415,0.9415,0.0176,37,1,0.164
WT,0.9425,0.9425,0.0308,96,2.5945945945945947,0.27
LV,0.9395,0.9395,0.0187,36,0.972972972972973,0.156
LD,0.8895,0.8895,0.0259,28,0.7567567567567568,0.106
LP,0.9435,0.9435,0.0253,64,1.7297297297297298,0.239
ML,0.9301,0.9301,0.0257,36,0.972972972972973,0.164
WT,0.9415,0.9415,0.0291,96,2.5945945945945947,0.269
LV,0.9267,0.9267,0.0304,36,0.972972972972973,0.162
LD,0.8979,0.8979,0.0253,27,0.7297297297297297,0.1
LP,0.9509,0.9509,0.0197,69,1.864864864864865,0.242
ML,0.9252,0.9252,0.0286,35,0.9459459459459459,0.158
WT,0.947,0.947,0.0236,96,2.5945945945945947,0.262
LV,0.9281,0.9281,0.0287,37,1,0.166
LD,0.8989,0.8989,0.0207,25,0.6756756756756757,0.095
LP,0.9475,0.9475,0.0244,65,1.7567567567567568,0.232
ML,0.9346,0.9346,0.0197,36,0.972972972972973,0.155
WT,0.941,0.941,0.0315,96,2.5945945945945947,0.273
LV,0.9306,0.9306,0.0238,35,0.9459459459459459,0.156
LD,0.8994,0.8994,0.0334,29,0.7837837837837838,0.11
LP,0.9435,0.9435,0.0226,68,1.837837837837838,0.239
ML,0.9296,0.9296,0.027,37,1,0.16
WT,0.9485,0.9485,0.0233,96,2.5945945945945947,0.26
LV,0.9306,0.9306,0.0251,36,0.972972972972973,0.154
LD,0.9083,0.9083,0.0206,30,0.8108108108108109,0.119
LP,0.946,0.946,0.0213,64,1.7297297297297298,0.238
ML,0.9262,0.9262,0.0277,35,0.9459459459459459,0.153
WT,0.95,0.95,0.0208,96,2.5945945945945947,0.268
LV,0.9296,0.9296,0.0233,35,0.9459459459459459,0.147
LD,0.8979,0.8979,0.028,27,0.7297297297297297,0.111
LP,0.9445,0.9445,0.0244,66,1.7837837837837838,0.243
ML,0.9291,0.9291,0.0246,35,0.9459459459459459,0.153
WT,0.942,0.942,0.0259,96,2.5945945945945947,0.267
LV,0.9366,0.9366,0.0214,36,0.972972972972973,0.161
LD,0.9044,0.9044,0.0223,26,0.7027027027027027,0.098
LP,0.9366,0.9366,0.0304,62,1.6756756756756757,0.224
ML,0.9301,0.9301,0.0247,36,0.972972972972973,0.163
WT,0.946,0.946,0.0256,96,2.5945945945945947,0.268
LV,0.9336,0.9336,0.0187,35,0.9459459459459459,0.148
