mu,mu_built_in,mu_emp,met,nmi,nc_norm,gamma_mean,gamma_min,gamma_max
5,0.028,0.027,LV_ST,0.9629869404127772,1.1892,0,0,0
5,0.028,0.026,LV_ST,0.9674226722246592,1.2162,0,0,0
5,0.028,0.027,LV_ST,0.9659379759978528,1.1892,0,0,0
5,0.028,0.025,LV_ST,0.9584904448216416,1.1622,0,0,0
5,0.028,0.025,LV_ST,0.959291599886134,1.1622,0,0,0
5,0.028,0.026,LV_ST,0.9684691134662075,1.2162,0,0,0
5,0.028,0.026,LV_ST,0.9649449298048293,1.1892,0,0,0
5,0.028,0.026,LV_ST,0.968531760126917,1.2162,0,0,0
5,0.028,0.026,LV_ST,0.9674226722246592,1.2162,0,0,0
5,0.028,0.026,LV_ST,0.968531760126917,1.2162,0,0,0
5,0.028,0.026,LV_ST,0.96824588818031,1.1892,0,0,0
5,0.028,0.026,LV_ST,0.968531760126917,1.2162,0,0,0
5,0.028,0.025,LV_ST,0.9586235245000803,1.1622,0,0,0
5,0.028,0.026,LV_ST,0.968531760126917,1.2162,0,0,0
5,0.028,0.026,LV_ST,0.9682646045892845,1.1892,0,0,0
5,0.028,0.026,LV_consRec,0.968531760126917,1.2162,0,0,0
5,0.028,0.027,LV_CCD,0.9674626939879858,1.2162,0.011705,0,0.007
