"","method","mu_built_in","mu_emp","mod","nc","nc_norm","nmi","mu_nominal"
"1","FG_cons_0.9",0.1293,0.109,0.8465,41,1.10810810810811,0.873,0.15
"2","IM_cons_0.9",0.1293,0.1421,0.8205,89,2.40540540540541,0.846,0.15
"3","LP_cons_0.9",0.1293,0.2511,0.7131,125,3.37837837837838,0.75,0.15
"4","ML_cons_0.9",0.1293,0.1263,0.8329,53,1.43243243243243,0.888,0.15
"5","WT_cons_0.9",0.1293,0.1491,0.8106,100,2.7027027027027,0.827,0.15
"6","LV_cons_0.9",0.1293,0.1268,0.8324,53,1.43243243243243,0.891,0.15
