"","method","mu_built_in","mu_emp","mod","nc","nc_norm","nmi","mu_nominal"
"1","FG_cons_0.9",0.0275,0.0255,0.9234,46,1.24324324324324,0.965,0.05
"2","IM_cons_0.9",0.0275,0.0436,0.908,72,1.94594594594595,0.908,0.05
"3","LP_cons_0.9",0.0275,0.15,0.8051,119,3.21621621621622,0.794,0.05
"4","ML_cons_0.9",0.0275,0.027,0.9228,47,1.27027027027027,0.968,0.05
"5","WT_cons_0.9",0.0275,0.0451,0.9049,77,2.08108108108108,0.899,0.05
"6","LV_cons_0.9",0.0275,0.0265,0.9229,46,1.24324324324324,0.967,0.05
