"","method","mu_built_in","mu_emp","mod","nc","nc_norm","nmi","mu_nominal"
"1","FG_cons_0.5",0.244,0.201,0.7463,27,0.72972972972973,0.688,0.25
"2","IM_cons_0.5",0.244,0.2523,0.7181,91,2.45945945945946,0.796,0.25
"3","LP_cons_0.5",0.244,0.2751,0.6924,117,3.16216216216216,0.763,0.25
"4","ML_cons_0.5",0.244,0.2143,0.7409,43,1.16216216216216,0.756,0.25
"5","WT_cons_0.5",0.244,0.244,0.7063,87,2.35135135135135,0.767,0.25
"6","LV_cons_0.5",0.244,0.2168,0.7396,43,1.16216216216216,0.765,0.25
