method,mu_built_in,mu_emp,mod,nc,nc_norm,nmi
LV,0.7129,0.4007,0.5318,22,0.5945945945945946,0.167
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5216,0.4671,134,3.6216216216216215,0.407
LP,0.7129,0.0054,0.0166,10,0.2702702702702703,0.018
ML,0.7129,0.4061,0.5324,24,0.6486486486486487,0.178
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4115,0.5314,26,0.7027027027027027,0.184
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5197,0.4688,132,3.5675675675675675,0.401
LP,0.7129,0.0093,0.0243,15,0.40540540540540543,0.029
ML,0.7129,0.414,0.5296,24,0.6486486486486487,0.182
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4051,0.5333,23,0.6216216216216216,0.182
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5221,0.4659,134,3.6216216216216215,0.397
LP,0.7129,0.4803,0.4865,68,1.837837837837838,0.325
ML,0.7129,0.4105,0.5305,24,0.6486486486486487,0.181
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4125,0.5302,25,0.6756756756756757,0.191
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5265,0.463,135,3.6486486486486487,0.398
LP,0.7129,0.4499,0.4952,57,1.5405405405405406,0.31
ML,0.7129,0.4061,0.5321,25,0.6756756756756757,0.196
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4046,0.5337,23,0.6216216216216216,0.183
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5182,0.469,133,3.5945945945945947,0.406
LP,0.7129,0.4336,0.4961,51,1.3783783783783783,0.286
ML,0.7129,0.4007,0.5339,22,0.5945945945945946,0.177
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.409,0.5306,23,0.6216216216216216,0.18
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5246,0.4643,134,3.6216216216216215,0.403
LP,0.7129,0.4735,0.4948,69,1.864864864864865,0.342
ML,0.7129,0.3963,0.5341,21,0.5675675675675675,0.158
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4086,0.5309,23,0.6216216216216216,0.175
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5192,0.4695,128,3.4594594594594597,0.396
LP,0.7129,0.0049,0.0166,8,0.21621621621621623,0.016
ML,0.7129,0.4154,0.5311,26,0.7027027027027027,0.196
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4036,0.5334,23,0.6216216216216216,0.181
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5261,0.4631,139,3.7567567567567566,0.403
LP,0.7129,0.002,0.0098,8,0.21621621621621623,0.013
ML,0.7129,0.4041,0.5333,23,0.6216216216216216,0.178
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4125,0.5291,25,0.6756756756756757,0.19
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5251,0.4645,137,3.7027027027027026,0.404
LP,0.7129,0.4592,0.4933,65,1.7567567567567568,0.323
ML,0.7129,0.3997,0.5342,21,0.5675675675675675,0.169
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.3997,0.5302,21,0.5675675675675675,0.162
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5226,0.4659,138,3.72972972972973,0.405
LP,0.7129,0.468,0.4849,69,1.864864864864865,0.341
ML,0.7129,0.413,0.5305,25,0.6756756756756757,0.197
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4135,0.5299,24,0.6486486486486487,0.189
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5216,0.4672,133,3.5945945945945947,0.397
LP,0.7129,0.0015,0.0088,7,0.1891891891891892,0.011
ML,0.7129,0.3953,0.5376,23,0.6216216216216216,0.181
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4046,0.5348,23,0.6216216216216216,0.183
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5256,0.4642,135,3.6486486486486487,0.407
LP,0.7129,0.4685,0.489,68,1.837837837837838,0.333
ML,0.7129,0.4081,0.5345,24,0.6486486486486487,0.177
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4061,0.5347,23,0.6216216216216216,0.178
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5202,0.4676,131,3.5405405405405403,0.397
LP,0.7129,0.0015,0.0088,7,0.1891891891891892,0.011
ML,0.7129,0.409,0.5294,23,0.6216216216216216,0.172
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4017,0.5362,23,0.6216216216216216,0.185
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5197,0.4682,136,3.675675675675676,0.399
LP,0.7129,0.0039,0.0137,9,0.24324324324324326,0.017
ML,0.7129,0.4066,0.5314,23,0.6216216216216216,0.176
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.41,0.5336,24,0.6486486486486487,0.187
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5197,0.4689,131,3.5405405405405403,0.402
LP,0.7129,0.002,0.0098,8,0.21621621621621623,0.013
ML,0.7129,0.4051,0.5347,24,0.6486486486486487,0.185
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4056,0.5344,24,0.6486486486486487,0.193
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5241,0.4646,135,3.6486486486486487,0.397
LP,0.7129,0.4985,0.4761,79,2.135135135135135,0.344
ML,0.7129,0.411,0.5292,24,0.6486486486486487,0.174
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4031,0.5305,21,0.5675675675675675,0.178
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5162,0.4721,127,3.4324324324324325,0.396
LP,0.7129,0.4582,0.4978,56,1.5135135135135136,0.304
ML,0.7129,0.3992,0.5347,21,0.5675675675675675,0.175
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4061,0.5345,23,0.6216216216216216,0.183
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5265,0.4633,136,3.675675675675676,0.407
LP,0.7129,0.4543,0.4928,58,1.5675675675675675,0.305
ML,0.7129,0.4095,0.5309,24,0.6486486486486487,0.184
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4027,0.5318,21,0.5675675675675675,0.158
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5231,0.4652,137,3.7027027027027026,0.398
LP,0.7129,0.0025,0.0108,8,0.21621621621621623,0.014
ML,0.7129,0.4012,0.5362,24,0.6486486486486487,0.186
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.3997,0.5349,23,0.6216216216216216,0.174
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5182,0.4701,130,3.5135135135135136,0.401
LP,0.7129,0.4169,0.4953,45,1.2162162162162162,0.246
ML,0.7129,0.4041,0.5338,22,0.5945945945945946,0.181
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.413,0.5306,24,0.6486486486486487,0.177
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5211,0.4673,134,3.6216216216216215,0.408
LP,0.7129,0.0025,0.0108,9,0.24324324324324326,0.015
ML,0.7129,0.4086,0.5311,23,0.6216216216216216,0.185
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4061,0.5344,24,0.6486486486486487,0.186
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5236,0.4658,131,3.5405405405405403,0.401
LP,0.7129,5e-4,0.0059,6,0.16216216216216217,0.009
ML,0.7129,0.4041,0.5348,24,0.6486486486486487,0.189
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4051,0.5329,23,0.6216216216216216,0.179
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5236,0.4655,135,3.6486486486486487,0.407
LP,0.7129,0.4759,0.491,66,1.7837837837837838,0.337
ML,0.7129,0.4036,0.5295,23,0.6216216216216216,0.174
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.412,0.5308,24,0.6486486486486487,0.186
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5265,0.4622,137,3.7027027027027026,0.403
LP,0.7129,5e-4,0.0059,6,0.16216216216216217,0.009
ML,0.7129,0.4056,0.5323,23,0.6216216216216216,0.178
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.3982,0.532,22,0.5945945945945946,0.163
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5167,0.4716,130,3.5135135135135136,0.404
LP,0.7129,0.0064,0.0185,13,0.35135135135135137,0.024
ML,0.7129,0.4071,0.5326,22,0.5945945945945946,0.176
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4051,0.5348,23,0.6216216216216216,0.178
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5152,0.4722,135,3.6486486486486487,0.411
LP,0.7129,0.002,0.0098,8,0.21621621621621623,0.013
ML,0.7129,0.4125,0.5311,24,0.6486486486486487,0.183
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4076,0.531,23,0.6216216216216216,0.177
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5187,0.4695,129,3.4864864864864864,0.401
LP,0.7129,0.0025,0.0117,8,0.21621621621621623,0.014
ML,0.7129,0.4031,0.5292,22,0.5945945945945946,0.181
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4002,0.5355,23,0.6216216216216216,0.192
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5265,0.4627,137,3.7027027027027026,0.4
LP,0.7129,0.4562,0.5004,56,1.5135135135135136,0.322
ML,0.7129,0.4046,0.5336,24,0.6486486486486487,0.173
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4071,0.5322,24,0.6486486486486487,0.188
FG,0.7129,0.3933,0.5314,21,0.5675675675675675,0.155
IM,0.7129,0.5241,0.4647,133,3.5945945945945947,0.402
LP,0.7129,0.0015,0.0088,7,0.1891891891891892,0.011
ML,0.7129,0.4056,0.535,24,0.6486486486486487,0.18
WT,0.7129,0.558,0.3919,231,6.243243243243243,0.413
LV,0.7129,0.4105,0.5309,26,0.7027027027027027,0.199
