"","method","mu_built_in","mu_emp","mod","nc","nc_norm","nmi","mu_nominal"
"1","FG_cons_0.2",0.4182,0.3123,0.6187,24,0.648648648648649,0.446,0.4
"2","IM_cons_0.2",0.4182,0.4117,0.5666,113,3.05405405405405,0.614,0.4
"3","LP_cons_0.2",0.4182,0.3854,0.5626,70,1.89189189189189,0.562,0.4
"4","ML_cons_0.2",0.4182,0.3396,0.5906,30,0.810810810810811,0.449,0.4
"5","WT_cons_0.2",0.4182,0.4326,0.5274,153,4.13513513513514,0.563,0.4
"6","LV_cons_0.2",0.4182,0.3466,0.5887,28,0.756756756756757,0.448,0.4
