"","method","mu_built_in","mu_emp","mod","nc","nc_norm","nmi","mu_nominal"
"1","FG_cons_0.2",0.6699,0.3923,0.5366,19,0.513513513513513,0.191,0.55
"2","IM_cons_0.2",0.6699,0.5088,0.4769,119,3.21621621621622,0.418,0.55
"3","LP_cons_0.2",0.6699,0.0059,0.0121,7,0.189189189189189,0.013,0.55
"4","ML_cons_0.2",0.6699,0.4197,0.5159,25,0.675675675675676,0.21,0.55
"5","WT_cons_0.2",0.6699,0.4765,0.3954,188,5.08108108108108,0.402,0.55
"6","LV_cons_0.2",0.6699,0.4212,0.5128,29,0.783783783783784,0.22,0.55
