"","method","mu_built_in","mu_emp","mod","nc","nc_norm","nmi","mu_nominal"
"1","FG_cons_0.5",0.1997,0.1675,0.7796,35,0.945945945945946,0.751,0.2
"2","IM_cons_0.5",0.1997,0.2086,0.7584,92,2.48648648648649,0.811,0.2
"3","LP_cons_0.5",0.1997,0.222,0.7417,108,2.91891891891892,0.791,0.2
"4","ML_cons_0.5",0.1997,0.172,0.7811,42,1.13513513513514,0.777,0.2
"5","WT_cons_0.5",0.1997,0.2076,0.7513,95,2.56756756756757,0.792,0.2
"6","LV_cons_0.5",0.1997,0.1749,0.7796,46,1.24324324324324,0.794,0.2
