"","method","mu_built_in","mu_emp","mod","nc","nc_norm","nmi","mu_nominal"
"1","FG_cons_0.5",0.4495,0.3382,0.5949,24,0.648648648648649,0.395,0.45
"2","IM_cons_0.5",0.4495,0.4534,0.5296,147,3.97297297297297,0.589,0.45
"3","LP_cons_0.5",0.4495,0.5221,0.4585,234,6.32432432432432,0.58,0.45
"4","ML_cons_0.5",0.4495,0.3912,0.5743,73,1.97297297297297,0.563,0.45
"5","WT_cons_0.5",0.4495,0.4451,0.5133,145,3.91891891891892,0.549,0.45
"6","LV_cons_0.5",0.4495,0.3912,0.5748,76,2.05405405405405,0.561,0.45
