"","method","mu_built_in","mu_emp","mod","nc","nc_norm","nmi","mu_nominal"
"1","FG_cons_0.2",0.4495,0.3382,0.5949,25,0.675675675675676,0.395,0.45
"2","IM_cons_0.2",0.4495,0.4294,0.5501,113,3.05405405405405,0.593,0.45
"3","LP_cons_0.2",0.4495,0.4456,0.5048,75,2.02702702702703,0.548,0.45
"4","ML_cons_0.2",0.4495,0.35,0.5858,32,0.864864864864865,0.428,0.45
"5","WT_cons_0.2",0.4495,0.4451,0.5133,156,4.21621621621622,0.551,0.45
"6","LV_cons_0.2",0.4495,0.3554,0.58,32,0.864864864864865,0.43,0.45
