"","method","mu_built_in","mu_emp","mod","nc","nc_norm","nmi","mu_nominal"
"1","FG_cons_0.2",0.7129,0.3933,0.5314,21,0.567567567567568,0.155,0.6
"2","IM_cons_0.2",0.7129,0.528,0.4585,126,3.40540540540541,0.388,0.6
"3","LP_cons_0.2",0.7129,0.0015,0.0088,7,0.189189189189189,0.011,0.6
"4","ML_cons_0.2",0.7129,0.4479,0.4982,41,1.10810810810811,0.25,0.6
"5","WT_cons_0.2",0.7129,0.558,0.3919,231,6.24324324324324,0.413,0.6
"6","LV_cons_0.2",0.7129,0.4543,0.4924,41,1.10810810810811,0.239,0.6
