"","method","mu_built_in","mu_emp","mod","nc","nc_norm","nmi","mu_nominal"
"1","FG_cons_0.5",0.6014,0.3554,0.5626,23,0.621621621621622,0.247,0.5
"2","IM_cons_0.5",0.6014,0.5148,0.4719,167,4.51351351351351,0.472,0.5
"3","LP_cons_0.5",0.6014,0.5848,0.3977,239,6.45945945945946,0.486,0.5
"4","ML_cons_0.5",0.6014,0.475,0.4971,110,2.97297297297297,0.428,0.5
"5","WT_cons_0.5",0.6014,0.4346,0.4472,135,3.64864864864865,0.407,0.5
"6","LV_cons_0.5",0.6014,0.4643,0.5065,108,2.91891891891892,0.428,0.5
