"","method","mu_built_in","mu_emp","mod","nc","nc_norm","nmi","mu_nominal"
"1","FG_cons_0.9",0.3221,0.25,0.6895,31,0.837837837837838,0.602,0.3
"2","IM_cons_0.9",0.3221,0.3549,0.6187,163,4.40540540540541,0.683,0.3
"3","LP_cons_0.9",0.3221,0.5467,0.432,453,12.2432432432432,0.621,0.3
"4","ML_cons_0.9",0.3221,0.3489,0.6196,162,4.37837837837838,0.681,0.3
"5","WT_cons_0.9",0.3221,0.3236,0.6292,116,3.13513513513514,0.65,0.3
"6","LV_cons_0.9",0.3221,0.3504,0.6177,157,4.24324324324324,0.68,0.3
