"","method","mu_built_in","mu_emp","mod","nc","nc_norm","nmi","mu_nominal"
"1","FG_cons_0.9",0.7129,0.3933,0.5314,21,0.567567567567568,0.155,0.6
"2","IM_cons_0.9",0.7129,0.6991,0.2964,437,11.8108108108108,0.467,0.6
"3","LP_cons_0.9",0.7129,0.851,0.1452,747,20.1891891891892,0.503,0.6
"4","ML_cons_0.9",0.7129,0.6657,0.3286,378,10.2162162162162,0.462,0.6
"5","WT_cons_0.9",0.7129,0.558,0.3919,231,6.24324324324324,0.413,0.6
"6","LV_cons_0.9",0.7129,0.6637,0.3303,375,10.1351351351351,0.461,0.6
