"","method","mu_built_in","mu_emp","mod","nc","nc_norm","nmi","mu_nominal"
"1","FG_cons_0.2",0.6014,0.3554,0.5626,24,0.648648648648649,0.247,0.5
"2","IM_cons_0.2",0.6014,0.4813,0.5013,121,3.27027027027027,0.456,0.5
"3","LP_cons_0.2",0.6014,0.4137,0.4675,36,0.972972972972973,0.222,0.5
"4","ML_cons_0.2",0.6014,0.3996,0.5265,32,0.864864864864865,0.268,0.5
"5","WT_cons_0.2",0.6014,0.4346,0.4473,145,3.91891891891892,0.411,0.5
"6","LV_cons_0.2",0.6014,0.3947,0.5331,31,0.837837837837838,0.265,0.5
