"","method","mu_built_in","mu_emp","mod","nc","nc_norm","nmi","mu_nominal"
"1","FG_cons_0.2",0.3221,0.25,0.6895,31,0.837837837837838,0.602,0.3
"2","IM_cons_0.2",0.3221,0.3116,0.6588,100,2.7027027027027,0.702,0.3
"3","LP_cons_0.2",0.3221,0.2932,0.6526,65,1.75675675675676,0.649,0.3
"4","ML_cons_0.2",0.3221,0.2575,0.6843,31,0.837837837837838,0.578,0.3
"5","WT_cons_0.2",0.3221,0.3236,0.6292,116,3.13513513513514,0.65,0.3
"6","LV_cons_0.2",0.3221,0.2619,0.6805,31,0.837837837837838,0.581,0.3
