mu,mu_built_in,mu_emp,met,j,nmi,nc_norm,uncertain_nodes,uncertainty_q10,uncertainty_q50,uncertainty_q90
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9256836600830219,0.6957,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.045,LV_ST,1,0.9152224400279595,0.6667,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9211442861937666,0.6812,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9266476927877485,0.6957,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9247579614296298,0.6957,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9188306264098417,0.6812,0,0,0,0
5,0.051,0.045,LV_ST,1,0.9143739686627282,0.6667,0,0,0,0
5,0.051,0.046,LV_ST,1,0.920931471172688,0.6812,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9204780242367171,0.6812,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9266476927877485,0.6957,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9255992423245293,0.6957,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9254511545738633,0.6957,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9247579614296298,0.6957,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9266476927877485,0.6957,0,0,0,0
5,0.051,0.046,LV_ST,1,0.919879076873061,0.6812,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9266476927877485,0.6957,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9266476927877485,0.6957,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9210158889311808,0.6812,0,0,0,0
5,0.051,0.045,LV_ST,1,0.9190417398145695,0.6812,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_ST,1,0.920931471172688,0.6812,0,0,0,0
5,0.051,0.045,LV_ST,1,0.9190417398145695,0.6812,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9257822951157483,0.6957,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9189150441683345,0.6812,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9247579614296298,0.6957,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9255992423245293,0.6957,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9211442861937666,0.6812,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9216110363264421,0.6812,0,0,0,0
5,0.051,0.046,LV_ST,1,0.920931471172688,0.6812,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9245264496643472,0.6957,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9266476927877485,0.6957,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9188077657022103,0.6812,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_ST,1,0.9245468480249021,0.6957,0,0,0,0
5,0.051,0.046,LV_consRec,1,0.9313154639395896,0.7101,0,0,0,0
5,0.051,0.046,LV_CCD_p06,1,0.9313154639395896,0.7101,0,0.113077,0.394545,0.6472
5,0.051,0.046,LV_CCD_p09g,1,0.9349406642429986,0.7246,0.418,0.113077,0.394545,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9191261575730622,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9191261575730622,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9191261575730622,0.6812,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9191261575730622,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9191261575730622,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9191261575730622,0.6812,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9191261575730622,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9191261575730622,0.6812,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9191261575730622,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.045,LD_ST,1,0.9200901902777887,0.6812,0,0,0,0.6472
5,0.051,0.046,LD_ST,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.046,LD_consRec,1,0.9247579614296298,0.6957,0,0,0,0.6472
5,0.051,0.046,LD_CCD_p06,1,0.9283831617330388,0.7101,0,0.205,0.2952,0.441212
5,0.051,0.046,LD_CCD_p09g,1,0.9313153164159019,0.7246,0.106,0.205,0.2952,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,0.9945293592579079,0.9855,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,0.9960968217240385,0.9855,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,0.9966744430520607,0.9855,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,0.9966744430520607,0.9855,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.054,LP_ST,1,0.9950936301747466,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.054,LP_ST,1,0.9974213153769377,1.0145,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,0.9941239007951428,0.9855,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,0.9973594777653009,0.9855,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,0.9944725117516183,0.9855,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_ST,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_consRec,1,1,1,0,0,0,0.441212
5,0.051,0.051,LP_CCD_p06,1,1,1,0,0.165517,0.392,0.721132
5,0.051,0.051,LP_CCD_p09g,1,1,1,0.205,0.165517,0.392,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_ST,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_consRec,1,1,1,0,0,0,0.721132
5,0.051,0.051,IM_CCD_p06,1,1,1,0,NA,NA,NA
5,0.051,0.051,IM_CCD_p09g,1,1,1,0,NA,NA,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,0.9987771649993444,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,0.9987822757416571,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,0.9987771649993444,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.06,WT_ST,1,0.9889236454203242,1.0145,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,0.9987771649993444,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,0.9987822757416571,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,0.9987771649993444,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,0.9987771649993444,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.06,WT_ST,1,0.9889236454203242,1.0145,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,0.9987771649993444,1,0,0,0,NA
5,0.051,0.06,WT_ST,1,0.9889236454203242,1.0145,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,0.9987771649993444,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,0.9987771649993444,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,0.9987822757416571,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,0.9987771649993444,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_ST,1,1,1,0,0,0,NA
5,0.051,0.051,WT_consRec,1,1,1,0,0,0,NA
5,0.051,0.051,WT_CCD_p06,1,1,1,0,0.004615,0.024348,0.052222
5,0.051,0.052,WT_CCD_p09g,1,0.9975917990028627,1,0.352,0.004615,0.024348,0.052222
5,0.052,0.048,LV_ST,2,0.9297496495287507,0.7015,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9352033859182781,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9234785906429693,0.6866,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9289531323417212,0.7015,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9352033859182781,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.930158252472115,0.7015,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9297496495287507,0.7015,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9340065427074394,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9297496495287507,0.7015,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9338654493197072,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9289531323417212,0.7015,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9234993959521937,0.6866,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9297496495287507,0.7015,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9297496495287507,0.7015,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9352033859182781,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9234993959521937,0.6866,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9289531323417212,0.7015,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9352033859182781,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9225556572880396,0.6866,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9352033859182781,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9289531323417212,0.7015,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9290942257294532,0.7015,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9290942257294532,0.7015,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9297496495287507,0.7015,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9288059108645965,0.7015,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9352033859182781,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9299192885820382,0.7015,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9352033859182781,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9352033859182781,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9297496495287507,0.7015,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9224145639003074,0.6866,0,0,0,0.052222
5,0.052,0.048,LV_ST,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_consRec,2,0.9353444793060102,0.7164,0,0,0,0.052222
5,0.052,0.048,LV_CCD_p06,2,0.9353444793060102,0.7164,0,0.18,0.393548,0.593231
5,0.052,0.049,LV_CCD_p09g,2,0.946269558156562,0.7612,0.248,0.18,0.393548,0.593231
5,0.052,0.047,LD_ST,2,0.9255256232289018,0.7015,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9301810397309958,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9301810397309958,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9301810397309958,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9301810397309958,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9250021217642241,0.7015,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9250021217642241,0.7015,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9301810397309958,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9298706677284136,0.7164,0,0,0,0.593231
5,0.052,0.047,LD_ST,2,0.9304467234242079,0.7164,0,0,0,0.593231
