"","method","mu_built_in","mu_emp","mod","nc","nc_norm","nmi","mu_nominal"
"1","FG_cons_0.9",0.1997,0.1675,0.7796,35,0.945945945945946,0.751,0.2
"2","IM_cons_0.9",0.1997,0.2235,0.7441,111,3,0.795,0.2
"3","LP_cons_0.9",0.1997,0.3112,0.6514,134,3.62162162162162,0.725,0.2
"4","ML_cons_0.9",0.1997,0.2071,0.7556,72,1.94594594594595,0.816,0.2
"5","WT_cons_0.9",0.1997,0.2076,0.7513,95,2.56756756756757,0.792,0.2
"6","LV_cons_0.9",0.1997,0.2061,0.7565,67,1.81081081081081,0.82,0.2
