sede_op_ateco;NACE;NACE_group;Colonna1
55.10.00;55;TOUR;
55.10.00;55;TOUR;
55.30.00;55;TOUR;
55.30.00;55;TOUR;
55.30.00;55;TOUR;
55.10.00;55;TOUR;
55.10.00;55;TOUR;
55.20.10;55;TOUR;
55.10.00;55;TOUR;
55.10.00;55;TOUR;
55.20.10;55;TOUR;
55.20.10;55;TOUR;
55.30.00;55;TOUR;
55.20.51;55;TOUR;
55.20.10;55;TOUR;
55.20.10;55;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.30.00;56;TOUR;
56.10.11;56;TOUR;
56.30.00;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.30.00;56;TOUR;
56.30.00;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.10.20;56;TOUR;
56.10.11;56;TOUR;
56.30.00;56;TOUR;
56.10.30;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.30.00;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.30.00;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.30.00;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.30.00;56;TOUR;
56.10.11;56;TOUR;
56.10.11;56;TOUR;
56.30.00;56;TOUR;
56.10.11;56;TOUR;
58.29.00;58;PUB;
58.13.00;58;PUB;
58.29.00;58;PUB;
58.29.00;58;PUB;
58.29.00;58;PUB;
58.29.00;58;PUB;
58.29.00;58;PUB;
58.29.00;58;PUB;
58.14.00;58;PUB;
58.29.00;58;PUB;
58.21.00;58;PUB;
58.21.00;58;PUB;
58.29.00;58;PUB;
58.29.00;58;PUB;
58.29.00;58;PUB;
58.29.00;58;PUB;
58.11.00;58;PUB;
58.29.00;58;ICT;
58.14.00;58;PUB;
58.29.00;58;PUB;
58.29.00;58;PUB;
58.29.00;58;PUB;
58.29.00;58;PUB;
59.11.00;59;PUB;
59.11.00;59;PUB;
59.11.00;59;PUB;
61.90.10;61;PUB;
61.90.99;61;PUB;
61.90.10;61;PUB;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.03.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.09.09;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.09.09;62;ICT;
62.09.09;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.03.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.09.09;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.03.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.02.00;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.03.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.09.09;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.09.09;62;ICT;
62.02.00;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.09.09;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.09.09;62;ICT;
62.02.00;62;ICT;
62.03.00;62;ICT;
62.01.00;62;ICT;
62.03.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.02.00;62;ICT;
62.09.09;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.09.09;62;ICT;
62.09.09;62;ICT;
62.03.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.03.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.03.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.09.09;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
62.01.00;62;ICT;
62.02.00;62;ICT;
62.01.00;62;ICT;
63.12.00;63;ICT;
63.99.00;63;ICT;
63.40.1;63;ICT;
63.11.30;63;ICT;
63.12.00;63;ICT;
63.11.11;63;ICT;
63.11.11;63;ICT;
63.11.20;63;ICT;
63.11.19;63;ICT;
63.12.00;63;ICT;
63.21.6;63;ICT;
63.11.11;63;ICT;
63.11.30;63;ICT;
63.11.3;63;ICT;
63.11.19;63;ICT;
63.11.19;63;ICT;
63.12.00;63;ICT;
63.11.11;63;ICT;
63.11.20;63;ICT;
63.11.19;63;ICT;
63.11.11;63;ICT;
63.11.11;63;ICT;
63.11.11;63;ICT;
63.11.19;63;ICT;
63.11.11;63;ICT;
63.11.11;63;ICT;
63.11.11;63;ICT;
63.11.11;63;ICT;
63.11.11;63;ICT;
63.11.19;63;ICT;
63.12.00;63;ICT;
63.12.00;63;ICT;
63.11.11;63;ICT;
63.11.19;63;ICT;
64.20.00;64;SER;
64.91.00;64;SER;
64.91.00;64;SER;
64.19.10;64;SER;
64.19.10;64;SER;
64.19.10;64;SER;
64.99.30;64;SER;
64.99.60;64;SER;
64.19.10;64;SER;
64.19.10;64;SER;
64.19.10;64;SER;
64.99.10;64;SER;
64.20.00;64;SER;
64.91.00;64;SER;
64.91.00;64;SER;
64.19.10;64;SER;
64.99.60;64;SER;
64.99.10;64;SER;
64.92.09;64;SER;
65.12.00;65;SER;
65.12.00;65;SER;
65.12.00;65;SER;
65.12.00;65;SER;
65.12.00;65;SER;
65.12.00;65;SER;
65.12.00;65;SER;
65.12.00;65;SER;
65.12.00;65;SER;
65.12.00;65;SER;
65.12.00;65;SER;
65.12.00;65;SER;
65.12.00;65;SER;
66.30.00;66;SER;
66.22.02;66;SER;
66.22.02;66;SER;
68.10.00;68;SER;
68.10.00;68;SER;
68.10.00;68;SER;
68.32.00;68;SER;
68.20.01;68;SER;
68.32.00;68;SER;
68.20.01;68;SER;
68.20.01;68;SER;
68.20.01;68;SER;
68.32.00;68;SER;
68.20.01;68;SER;
69.20.13;69;SER;
69.20.30;69;SER;
69.10.20;69;SER;
70.22.09;70;SER;
70.21.00;70;SER;
70.10.00;70;SER;
70.22.01;70;SER;
70.22.09;70;SER;
70.22.09;70;SER;
70.22.09;70;SER;
70.22.09;70;SER;
70.22.09;70;SER;
70.10.00;70;SER;
70.22.09;70;SER;
70.10.00;70;SER;
70.10.00;70;SER;
70.10.00;70;SER;
70.22.09;70;SER;
70.22.09;70;SER;
70.22.09;70;SER;
70.22.09;70;SER;
70.10.00;70;SER;
70.22.09;70;SER;
70.22.09;70;SER;
70.22.09;70;SER;
70.10.00;70;SER;
70.10.00;70;SER;
70.22.09;70;SER;
70.21.00;70;SER;
70.10.00;70;SER;
70.10.00;70;SER;
70.22.09;70;SER;
70.21.00;70;SER;
70.22.09;70;SER;
70.10.00;70;SER;
70.10.00;70;SER;
70.22.09;70;SER;
70.22.09;70;SER;
70.10.00;70;SER;
70.10.00;70;SER;
70.21.00;70;SER;
70.22.09;70;SER;
70.22.09;70;SER;
70.22.09;70;SER;
70.10.00;70;SER;
71.12.20;71;CON;
71.12.20;71;CON;
71.12.20;71;CON;
71.12.20;71;CON;
71.12.10;71;CON;
71.12.20;71;CON;
71.12.10;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.12.50;71;CON;
71.12.20;71;CON;
71.20.21;71;CON;
71.20.21;71;CON;
71.12.10;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.12.20;71;CON;
71.12.10;71;CON;
71.12.10;71;CON;
71.12.20;71;CON;
71.20.10;71;CON;
71.20.21;71;CON;
71.20.10;71;CON;
71.12.10;71;CON;
71.12.20;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.12.10;71;CON;
71.12.20;71;CON;
71.20.21;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.20.21;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.12.10;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.12.10;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.50;71;CON;
71.12.20;71;CON;
71.12.20;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.20.21;71;CON;
71.12.10;71;CON;
71.12.20;71;CON;
71.12.10;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.20.10;71;CON;
71.20.10;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.20.21;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.20.10;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.30;71;CON;
71.12.20;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.20.10;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.12.10;71;CON;
71.12.10;71;CON;
71.20.10;71;CON;
71.11.00;71;CON;
71.12.30;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.60.0;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.21.0;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.10.0;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.20.00;72;RES;
72.21.0;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.60.0;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.20.00;72;RES;
72.19.09;72;RES;
72.19.01;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.20.00;72;RES;
72.11.00;72;RES;
72.20.00;72;RES;
72.21.0;72;RES;
72.60.0;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.01;72;RES;
72.19.01;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.01;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.11.00;72;RES;
72.11.00;72;RES;
72.11.00;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.01;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.01;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.19.01;72;RES;
72.11.00;72;RES;
72.21.0;72;RES;
72.19.09;72;RES;
72.21.0;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.21.0;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.20.00;72;RES;
72.19.09;72;RES;
72.19.01;72;RES;
72.19.09;72;RES;
73.20.00;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.11.02;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.20.00;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.11.02;73;SER;
73.10.D;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.10.C;73;SER;
74.90.93;74;SER;
74.90.93;74;SER;
74.20.F;74;SER;
74.10.30;74;SER;
74.10.21;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.10.21;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.90.11;74;SER;
74.10.90;74;SER;
74.50.1;74;SER;
74.10.21;74;SER;
74.10.21;74;SER;
74.50.2;74;SER;
74.20.20;74;SER;
74.20.2;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.11.1;74;SER;
74.30.00;74;SER;
74.50.1;74;SER;
74.11.1;74;SER;
74.11.1;74;SER;
74.11.1;74;SER;
74.90.21;74;SER;
74.90.93;74;SER;
74.10.30;74;SER;
74.50.2;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.10.21;74;SER;
74.90.93;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.50.1;74;SER;
74.11.1;74;SER;
74.90.99;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.90.91;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.14.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.11.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.2;74;SER;
74.10.30;74;SER;
74.90.93;74;SER;
74.50.1;74;SER;
74.50.2;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.2;74;SER;
74.90.93;74;SER;
74.20.19;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.10.30;74;SER;
74.50.1;74;SER;
74.50.2;74;SER;
74.50.1;74;SER;
74.90.21;74;SER;
74.50.1;74;SER;
74.10.30;74;SER;
74.50.2;74;SER;
74.90.91;74;SER;
74.50.1;74;SER;
74.90.91;74;SER;
74.90.99;74;SER;
74.50.1;74;SER;
74.50.2;74;SER;
74.11.1;74;SER;
74.11.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.50.1;74;SER;
74.50.2;74;SER;
74.50.2;74;SER;
74.90.99;74;SER;
74.10.30;74;SER;
74.10.90;74;SER;
74.50.2;74;SER;
74.50.2;74;SER;
74.10.30;74;SER;
74.50.1;74;SER;
74.90.21;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.90.91;74;SER;
74.90.93;74;SER;
74.90.93;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.90.11;74;SER;
74.10.21;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.10.21;74;SER;
74.50.1;74;SER;
74.50.2;74;SER;
74.90.93;74;SER;
74.20.20;74;SER;
74.50.1;74;SER;
74.90.99;74;SER;
74.90.93;74;SER;
74.90.21;74;SER;
74.50.1;74;SER;
74.10.30;74;SER;
74.10.30;74;SER;
74.50.2;74;SER;
74.50.2;74;SER;
74.90.93;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.50.1;74;SER;
74.90.21;74;SER;
74.90.93;74;SER;
74.50.2;74;SER;
74.87.8;74;SER;
74.10.21;74;SER;
75.11.2;75;SER;
77.40.00;77;SER;
77.40.00;77;SER;
77.40.00;77;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
