iteration,trials,nmivalue
21,1,0.8255157319161562
21,1,0.822502631582113
21,1,0.7773149373367111
21,1,0.7825924136879517
21,1,0.7759306632340784
21,1,0.7720402648863464
21,1,0.8092701238784916
21,1,0.8305804221625653
21,1,0.8059878161582789
21,1,0.738126410099056
21,1,0.7833822965771814
21,1,0.8368395386854208
21,1,0.7599010002093262
21,1,0.7496308241911847
21,1,0.8270674336896788
21,1,0.8492042099022177
21,1,0.7347659065778851
21,1,0.7894922567170177
21,1,0.791885294091895
21,1,0.8366290180762639
21,1,0.8255157319161562
21,1,0.7986445745304267
21,1,0.7771237948787925
21,1,0.7839040886460342
21,1,0.7934449881694844
21,1,0.7670408966663759
21,1,0.8294353434173527
21,1,0.824728275897546
21,1,0.8546471452691236
21,1,0.7286511620623422
21,1,0.7271923138499213
21,1,0.7975676347842859
21,1,0.7993525832059256
21,1,0.8349465891194865
21,1,0.8678744268581544
21,1,0.7970019024399022
21,1,0.826368089091287
21,1,0.8033202795640474
21,1,0.8873326708550774
21,1,0.8094799414290063
21,1,0.822502631582113
21,1,0.7986445745304267
21,1,0.7691240482702446
21,1,0.8188925706775122
21,1,0.8552798687638096
21,1,0.7868047791874784
21,1,0.8057924304373246
21,1,0.817814130656547
21,1,0.7795380333634344
21,1,0.7696122510725206
21,1,0.7696933198652142
21,1,0.7506248170243571
21,1,0.8208695962998314
21,1,0.7505747136522828
21,1,0.7856272468923561
21,1,0.8137829390433474
21,1,0.7896994729220955
21,1,0.7374001532259901
21,1,0.7804171736413731
21,1,0.7730611005953074
21,1,0.7773149373367111
21,1,0.7771237948787925
21,1,0.7691240482702446
21,1,0.8484028687531384
21,1,0.811992241444947
21,1,0.8065599898254537
21,1,0.832187810050736
21,1,0.8082287494465913
21,1,0.7496441543542731
21,1,0.7919413576602259
21,1,0.7800633935159458
21,1,0.7862463649018115
21,1,0.7136291442355708
21,1,0.7004079463046998
21,1,0.8242098640651179
21,1,0.8285787448076416
21,1,0.748117181688399
21,1,0.6927215929193963
21,1,0.7599692611328785
21,1,0.8083548120717506
21,1,0.7825924136879517
21,1,0.7839040886460342
21,1,0.8188925706775122
21,1,0.8484028687531384
21,1,0.9079395641681043
21,1,0.875635791758573
21,1,0.8203675887764212
21,1,0.8770118421109635
21,1,0.7193292900674065
21,1,0.8290314105183292
21,1,0.8177956312812618
21,1,0.7934880820564866
21,1,0.7441795125622069
21,1,0.7416552167007026
21,1,0.8029373270692503
21,1,0.8262281755493346
21,1,0.8162843402261951
21,1,0.7045978984699135
21,1,0.7750798835759033
21,1,0.8582193705011689
21,1,0.7759306632340784
21,1,0.7934449881694844
21,1,0.8552798687638096
21,1,0.811992241444947
21,1,0.9079395641681043
21,1,0.8400577666341209
21,1,0.8482587203180697
21,1,0.8469281434429924
21,1,0.7399437810005861
21,1,0.8235858795170968
21,1,0.7890969620660285
21,1,0.7874569026408809
21,1,0.7652110759613814
21,1,0.7681694895553298
21,1,0.815702600114614
21,1,0.809193512740945
21,1,0.8055995077448045
21,1,0.7117421162299944
21,1,0.7849780738725678
21,1,0.8084996782901486
21,1,0.7720402648863464
21,1,0.7670408966663759
21,1,0.7868047791874784
21,1,0.8065599898254537
21,1,0.875635791758573
21,1,0.8400577666341209
21,1,0.7980184729093761
21,1,0.8082730340654783
21,1,0.7246542003783633
21,1,0.7896935125562012
21,1,0.7628352512180908
21,1,0.7543863380050653
21,1,0.70158285258431
21,1,0.6983586443684696
21,1,0.7833840106881229
21,1,0.8026676439870951
21,1,0.7538616765504298
21,1,0.68681862046416
21,1,0.7343865315768888
21,1,0.7899637128944259
21,1,0.8092701238784916
21,1,0.8294353434173527
21,1,0.8057924304373246
21,1,0.832187810050736
21,1,0.8203675887764212
21,1,0.8482587203180697
21,1,0.7980184729093761
21,1,0.8229349837106953
21,1,0.7841396887822212
21,1,0.7636531153449178
21,1,0.752952281720364
21,1,0.8056702175940678
21,1,0.7445996193144334
21,1,0.7385006092463738
21,1,0.849715513151089
21,1,0.8300796021953115
21,1,0.7808784295224084
21,1,0.7004110469215111
21,1,0.7929267547214816
21,1,0.7863058502395277
21,1,0.8305804221625653
21,1,0.824728275897546
21,1,0.817814130656547
21,1,0.8082287494465913
21,1,0.8770118421109635
21,1,0.8469281434429924
21,1,0.8082730340654783
21,1,0.8229349837106953
21,1,0.7639362940864656
21,1,0.8131963413106569
21,1,0.8281383430463485
21,1,0.7958610137621087
21,1,0.7712363254246611
21,1,0.7896139738983093
21,1,0.7988178633592894
21,1,0.8660197050427959
21,1,0.8267108290651813
21,1,0.7673070331548201
21,1,0.8209815473763178
21,1,0.8293560751798261
21,1,0.8059878161582789
21,1,0.8546471452691236
21,1,0.7795380333634344
21,1,0.7496441543542731
21,1,0.7193292900674065
21,1,0.7399437810005861
21,1,0.7246542003783633
21,1,0.7841396887822212
21,1,0.7639362940864656
21,1,0.701216779923689
21,1,0.7025992778592937
21,1,0.7385984473759653
21,1,0.7599463751991629
21,1,0.7476160910423721
21,1,0.8186806195073237
21,1,0.7925406408261971
21,1,0.7639311964782808
21,1,0.7699929433426044
21,1,0.8013781377710075
21,1,0.7675094507566106
21,1,0.738126410099056
21,1,0.7286511620623422
21,1,0.7696122510725206
21,1,0.7919413576602259
21,1,0.8290314105183292
21,1,0.8235858795170968
21,1,0.7896935125562012
21,1,0.7636531153449178
21,1,0.8131963413106569
21,1,0.701216779923689
21,1,0.8386250411848146
21,1,0.7437802990023671
21,1,0.7624867561810822
21,1,0.7652506504641576
21,1,0.7775119250833515
21,1,0.7726200477421307
21,1,0.7899123864730678
21,1,0.7184440564392958
21,1,0.7602600352801577
21,1,0.7998151036611705
21,1,0.7833822965771814
21,1,0.7271923138499213
21,1,0.7696933198652142
21,1,0.7800633935159458
21,1,0.8177956312812618
21,1,0.7890969620660285
21,1,0.7628352512180908
21,1,0.752952281720364
21,1,0.8281383430463485
21,1,0.7025992778592937
21,1,0.8386250411848146
21,1,0.7470854861830518
21,1,0.7792222654552112
21,1,0.7541713963976664
21,1,0.7723817884396526
21,1,0.8094278800650504
21,1,0.775184913002157
21,1,0.6987010444188133
21,1,0.7605364989592334
21,1,0.8026316276614262
21,1,0.8368395386854208
21,1,0.7975676347842859
21,1,0.7506248170243571
21,1,0.7862463649018115
21,1,0.7934880820564866
21,1,0.7874569026408809
21,1,0.7543863380050653
21,1,0.8056702175940678
21,1,0.7958610137621087
21,1,0.7385984473759653
21,1,0.7437802990023671
21,1,0.7470854861830518
21,1,0.725136164941012
21,1,0.759087588695939
21,1,0.8371600224853804
21,1,0.7807527609837946
21,1,0.7416699538309202
21,1,0.7348566917352933
21,1,0.7977930271276057
21,1,0.8502761788118066
21,1,0.7599010002093262
21,1,0.7993525832059256
21,1,0.8208695962998314
21,1,0.7136291442355708
21,1,0.7441795125622069
21,1,0.7652110759613814
21,1,0.70158285258431
21,1,0.7445996193144334
21,1,0.7712363254246611
21,1,0.7599463751991629
21,1,0.7624867561810822
21,1,0.7792222654552112
21,1,0.725136164941012
21,1,0.8179692527617618
21,1,0.7733070899796841
21,1,0.7656624350112491
21,1,0.8094901969893767
21,1,0.7539768126813946
21,1,0.8516310413874738
21,1,0.7249536099943678
21,1,0.7496308241911847
21,1,0.8349465891194865
21,1,0.7505747136522828
21,1,0.7004079463046998
21,1,0.7416552167007026
21,1,0.7681694895553298
21,1,0.6983586443684696
21,1,0.7385006092463738
21,1,0.7896139738983093
21,1,0.7476160910423721
21,1,0.7652506504641576
21,1,0.7541713963976664
21,1,0.759087588695939
21,1,0.8179692527617618
21,1,0.8039506503889271
21,1,0.7155885616261554
21,1,0.8261231184837537
21,1,0.8004971219141807
21,1,0.8707946798845223
21,1,0.76145857755792
21,1,0.8270674336896788
21,1,0.8678744268581544
21,1,0.7856272468923561
21,1,0.8242098640651179
21,1,0.8029373270692503
21,1,0.815702600114614
21,1,0.7833840106881229
21,1,0.849715513151089
21,1,0.7988178633592894
21,1,0.8186806195073237
21,1,0.7775119250833515
21,1,0.7723817884396526
21,1,0.8371600224853804
21,1,0.7733070899796841
21,1,0.8039506503889271
21,1,0.805204777995999
21,1,0.7926624564431769
21,1,0.7447172179854811
21,1,0.8245947353124862
21,1,0.8410774897365327
21,1,0.8492042099022177
21,1,0.7970019024399022
21,1,0.8137829390433474
21,1,0.8285787448076416
21,1,0.8262281755493346
21,1,0.809193512740945
21,1,0.8026676439870951
21,1,0.8300796021953115
21,1,0.8660197050427959
21,1,0.7925406408261971
21,1,0.7726200477421307
