iteration,trials,nc,ls
14,100,45,4
14,100,45,34
14,100,45,24
14,100,45,38
14,100,45,24
14,100,45,10
14,100,45,5
14,100,45,4
14,100,45,39
14,100,45,24
14,100,45,13
14,100,45,14
14,100,45,37
14,100,45,21
14,100,45,37
14,100,45,2
14,100,45,26
14,100,45,2
14,100,45,13
14,100,45,10
14,100,45,36
14,100,45,29
14,100,45,26
14,100,45,12
14,100,45,3
14,100,45,24
14,100,45,25
14,100,45,15
14,100,45,24
14,100,45,26
14,100,45,24
14,100,45,24
14,100,45,3
14,100,45,24
14,100,45,26
14,100,45,26
14,100,45,12
14,100,45,3
14,100,45,19
14,100,45,39
14,100,45,3
14,100,45,13
14,100,45,25
14,100,45,5
14,100,45,5
14,100,45,13
14,100,45,5
14,100,45,12
14,100,45,16
14,100,45,17
14,100,45,4
14,100,45,16
14,100,45,17
14,100,45,7
14,100,45,24
14,100,45,26
14,100,45,16
14,100,45,17
14,100,45,31
14,100,45,12
14,100,45,25
14,100,45,13
14,100,45,19
14,100,45,39
14,100,45,16
14,100,45,12
14,100,45,37
14,100,45,17
14,100,45,10
14,100,45,16
14,100,45,7
14,100,45,12
14,100,45,16
14,100,45,13
14,100,45,32
14,100,45,16
14,100,45,17
14,100,45,17
14,100,45,10
14,100,45,2
14,100,45,1
14,100,45,1
14,100,45,15
14,100,45,17
14,100,45,29
14,100,45,13
14,100,45,2
14,100,45,17
14,100,45,13
14,100,45,13
14,100,45,16
14,100,45,5
14,100,45,10
14,100,45,13
14,100,45,6
14,100,45,6
14,100,45,21
14,100,45,27
14,100,45,8
14,100,45,18
14,100,45,18
14,100,45,14
14,100,45,20
14,100,45,13
14,100,45,24
14,100,45,18
14,100,45,25
14,100,45,2
14,100,45,9
14,100,45,3
14,100,45,6
14,100,45,16
14,100,45,1
14,100,45,5
14,100,45,7
14,100,45,39
14,100,45,16
14,100,45,20
14,100,45,8
14,100,45,16
14,100,45,39
14,100,45,16
14,100,45,4
14,100,45,24
14,100,45,39
14,100,45,40
14,100,45,2
14,100,45,12
14,100,45,37
14,100,45,2
14,100,45,26
14,100,45,20
14,100,45,29
14,100,45,10
14,100,45,19
14,100,45,12
14,100,45,13
14,100,45,10
14,100,45,3
14,100,45,21
14,100,45,19
14,100,45,1
14,100,45,1
14,100,45,4
14,100,45,21
14,100,45,26
14,100,45,37
14,100,45,21
14,100,45,19
14,100,45,8
14,100,45,17
14,100,45,12
14,100,45,8
14,100,45,37
14,100,45,15
14,100,45,25
14,100,45,19
14,100,45,41
14,100,45,38
14,100,45,19
14,100,45,16
14,100,45,8
14,100,45,16
14,100,45,13
14,100,45,25
14,100,45,26
14,100,45,16
14,100,45,13
14,100,45,26
14,100,45,30
14,100,45,24
14,100,45,13
14,100,45,5
14,100,45,24
14,100,45,9
14,100,45,9
14,100,45,24
14,100,45,42
14,100,45,10
14,100,45,1
14,100,45,21
14,100,45,37
14,100,45,24
14,100,45,1
14,100,45,26
14,100,45,13
14,100,45,21
14,100,45,40
14,100,45,13
14,100,45,25
14,100,45,13
14,100,45,17
14,100,45,26
14,100,45,16
14,100,45,12
14,100,45,8
14,100,45,30
14,100,45,25
14,100,45,14
14,100,45,14
14,100,45,10
14,100,45,25
14,100,45,5
14,100,45,17
14,100,45,13
14,100,45,2
14,100,45,43
14,100,45,20
14,100,45,24
14,100,45,7
14,100,45,17
14,100,45,10
14,100,45,2
14,100,45,3
14,100,45,20
14,100,45,12
14,100,45,17
14,100,45,7
14,100,45,12
14,100,45,11
14,100,45,43
14,100,45,29
14,100,45,5
14,100,45,17
14,100,45,29
14,100,45,15
14,100,45,1
14,100,45,12
14,100,45,12
14,100,45,14
14,100,45,14
14,100,45,39
14,100,45,6
14,100,45,23
14,100,45,29
14,100,45,16
14,100,45,17
14,100,45,7
14,100,45,16
14,100,45,39
14,100,45,20
14,100,45,43
14,100,45,18
14,100,45,8
14,100,45,17
14,100,45,7
14,100,45,4
14,100,45,16
14,100,45,12
14,100,45,16
14,100,45,16
14,100,45,16
14,100,45,14
14,100,45,16
14,100,45,4
14,100,45,2
14,100,45,12
14,100,45,16
14,100,45,19
14,100,45,12
14,100,45,8
14,100,45,4
14,100,45,16
14,100,45,3
14,100,45,31
14,100,45,16
14,100,45,27
14,100,45,16
14,100,45,2
14,100,45,10
14,100,45,8
14,100,45,12
14,100,45,18
14,100,45,10
14,100,45,26
14,100,45,1
14,100,45,10
14,100,45,24
14,100,45,2
14,100,45,25
14,100,45,10
14,100,45,2
14,100,45,2
14,100,45,19
14,100,45,16
14,100,45,37
14,100,45,3
14,100,45,12
14,100,45,1
14,100,45,2
14,100,45,10
14,100,45,2
14,100,45,13
14,100,45,16
14,100,45,39
14,100,45,10
14,100,45,12
14,100,45,8
14,100,45,10
14,100,45,1
14,100,45,26
14,100,45,16
14,100,45,1
14,100,45,13
14,100,45,24
14,100,45,40
14,100,45,8
14,100,45,29
14,100,45,13
14,100,45,17
14,100,45,37
14,100,45,14
14,100,45,17
14,100,45,10
14,100,45,9
14,100,45,24
14,100,45,16
14,100,45,13
14,100,45,21
14,100,45,5
14,100,45,4
14,100,45,12
14,100,45,13
14,100,45,8
14,100,45,13
14,100,45,17
14,100,45,13
14,100,45,24
14,100,45,20
14,100,45,39
14,100,45,5
14,100,45,16
14,100,45,39
14,100,45,17
14,100,45,26
14,100,45,2
14,100,45,39
14,100,45,16
14,100,45,33
14,100,45,20
14,100,45,13
14,100,45,15
14,100,45,24
14,100,45,8
14,100,45,2
14,100,45,7
14,100,45,14
14,100,45,5
14,100,45,29
14,100,45,41
14,100,45,8
14,100,45,25
14,100,45,12
14,100,45,29
14,100,45,3
14,100,45,5
14,100,45,5
14,100,45,24
14,100,45,16
14,100,45,8
14,100,45,18
14,100,45,3
14,100,45,8
14,100,45,14
14,100,45,2
14,100,45,44
14,100,45,9
14,100,45,8
14,100,45,40
14,100,45,17
14,100,45,19
14,100,45,2
14,100,45,12
14,100,45,3
14,100,45,9
14,100,45,18
14,100,45,12
14,100,45,16
14,100,45,5
14,100,45,19
14,100,45,29
14,100,45,16
14,100,45,9
14,100,45,10
14,100,45,25
14,100,45,2
14,100,45,39
14,100,45,45
14,100,45,16
14,100,45,10
14,100,45,12
14,100,45,19
14,100,45,2
14,100,45,17
14,100,45,13
14,100,45,19
14,100,45,26
14,100,45,12
14,100,45,39
14,100,45,33
14,100,45,12
14,100,45,13
14,100,45,13
14,100,45,13
14,100,45,16
14,100,45,1
14,100,45,31
14,100,45,32
14,100,45,2
14,100,45,25
14,100,45,13
14,100,45,32
14,100,45,20
14,100,45,9
14,100,45,13
14,100,45,24
14,100,45,2
14,100,45,4
14,100,45,4
14,100,45,5
14,100,45,17
14,100,45,15
14,100,45,5
14,100,45,13
14,100,45,37
14,100,45,1
14,100,45,1
14,100,45,12
14,100,45,16
14,100,45,12
14,100,45,26
14,100,45,17
14,100,45,7
14,100,45,2
14,100,45,16
14,100,45,26
14,100,45,2
14,100,45,9
14,100,45,9
14,100,45,39
14,100,45,21
14,100,45,16
14,100,45,12
14,100,45,30
14,100,45,26
14,100,45,2
14,100,45,25
14,100,45,17
14,100,45,37
14,100,45,24
14,100,45,2
14,100,45,10
14,100,45,17
14,100,45,2
14,100,45,30
14,100,45,39
14,100,45,30
14,100,45,8
14,100,45,16
14,100,45,33
14,100,45,13
14,100,45,13
14,100,45,33
14,100,45,17
14,100,45,24
14,100,45,24
14,100,45,34
14,100,45,20
14,100,45,17
14,100,45,8
14,100,45,13
14,100,45,34
14,100,45,15
14,100,45,5
14,100,45,34
14,100,45,18
14,100,45,40
14,100,45,13
14,100,45,13
14,100,45,13
14,100,45,4
14,100,45,18
14,100,45,3
14,100,45,20
14,100,45,8
14,100,45,20
14,100,45,12
14,100,45,8
14,100,45,19
14,100,45,18
14,100,45,8
14,100,45,19
14,100,45,2
14,100,45,29
14,100,45,12
14,100,45,20
14,100,45,12
14,100,45,20
14,100,45,6
14,100,45,18
14,100,45,23
14,100,45,11
14,100,45,33
14,100,45,9
14,100,45,19
14,100,45,4
14,100,45,19
14,100,45,13
14,100,45,13
14,100,45,24
14,100,45,16
14,100,45,1
14,100,45,1
14,100,45,24
14,100,45,4
14,100,45,16
14,100,45,10
14,100,45,19
14,100,45,13
14,100,45,35
14,100,45,37
14,100,45,13
14,100,45,16
14,100,45,16
14,100,45,13
14,100,45,1
14,100,45,12
14,100,45,26
14,100,45,10
14,100,45,12
14,100,45,29
14,100,45,13
14,100,45,17
14,100,45,25
14,100,45,16
14,100,45,18
14,100,45,41
14,100,45,16
14,100,45,3
14,100,45,1
14,100,45,16
14,100,45,39
14,100,45,26
14,100,45,6
14,100,45,24
14,100,45,1
14,100,45,10
14,100,45,2
14,100,45,35
14,100,45,4
14,100,45,16
14,100,45,9
14,100,45,10
14,100,45,24
14,100,45,18
14,100,45,17
14,100,45,13
14,100,45,13
14,100,45,18
14,100,45,13
14,100,45,16
14,100,45,5
14,100,45,27
14,100,45,15
14,100,45,26
14,100,45,7
14,100,45,12
14,100,45,10
14,100,45,25
14,100,45,12
14,100,45,10
14,100,45,39
14,100,45,2
14,100,45,12
14,100,45,9
14,100,45,5
14,100,45,20
15,100,41,1
15,100,41,2
15,100,41,3
15,100,41,4
15,100,41,5
15,100,41,6
15,100,41,7
15,100,41,8
15,100,41,3
15,100,41,9
15,100,41,9
15,100,41,10
15,100,41,11
15,100,41,12
15,100,41,13
15,100,41,2
15,100,41,14
15,100,41,15
15,100,41,12
15,100,41,16
15,100,41,5
15,100,41,14
15,100,41,17
15,100,41,17
15,100,41,5
15,100,41,9
15,100,41,5
15,100,41,18
15,100,41,19
15,100,41,13
15,100,41,17
15,100,41,7
15,100,41,13
15,100,41,2
15,100,41,8
15,100,41,3
15,100,41,17
15,100,41,20
15,100,41,6
15,100,41,15
15,100,41,10
15,100,41,6
15,100,41,21
15,100,41,22
15,100,41,16
15,100,41,13
15,100,41,13
15,100,41,12
15,100,41,12
15,100,41,15
15,100,41,23
15,100,41,24
15,100,41,13
15,100,41,13
15,100,41,20
15,100,41,17
15,100,41,21
15,100,41,2
15,100,41,7
15,100,41,1
15,100,41,7
15,100,41,24
15,100,41,13
15,100,41,14
15,100,41,16
15,100,41,9
15,100,41,13
15,100,41,25
15,100,41,9
15,100,41,1
15,100,41,7
15,100,41,19
15,100,41,13
15,100,41,15
15,100,41,12
15,100,41,13
15,100,41,13
15,100,41,7
15,100,41,5
15,100,41,21
15,100,41,15
15,100,41,7
15,100,41,13
15,100,41,13
15,100,41,7
15,100,41,24
15,100,41,12
15,100,41,10
15,100,41,12
15,100,41,8
15,100,41,13
15,100,41,12
15,100,41,15
15,100,41,16
15,100,41,15
15,100,41,16
15,100,41,13
15,100,41,24
15,100,41,10
15,100,41,12
15,100,41,17
15,100,41,26
15,100,41,2
15,100,41,18
15,100,41,9
15,100,41,15
15,100,41,9
15,100,41,8
15,100,41,12
15,100,41,7
15,100,41,9
15,100,41,8
15,100,41,27
15,100,41,15
15,100,41,13
15,100,41,12
15,100,41,37
15,100,41,6
15,100,41,20
15,100,41,6
15,100,41,21
15,100,41,17
15,100,41,5
15,100,41,8
15,100,41,12
15,100,41,23
15,100,41,21
15,100,41,1
15,100,41,16
15,100,41,20
15,100,41,14
15,100,41,13
15,100,41,24
15,100,41,1
15,100,41,3
15,100,41,23
15,100,41,20
15,100,41,28
15,100,41,24
15,100,41,1
15,100,41,1
15,100,41,2
15,100,41,24
15,100,41,17
15,100,41,34
15,100,41,20
15,100,41,19
15,100,41,25
15,100,41,6
15,100,41,12
15,100,41,16
15,100,41,5
15,100,41,13
15,100,41,7
15,100,41,13
15,100,41,16
15,100,41,13
15,100,41,7
15,100,41,12
15,100,41,13
15,100,41,13
15,100,41,21
15,100,41,34
15,100,41,17
15,100,41,4
15,100,41,29
15,100,41,13
15,100,41,17
15,100,41,1
15,100,41,19
15,100,41,8
15,100,41,8
15,100,41,12
15,100,41,4
15,100,41,24
15,100,41,2
15,100,41,17
15,100,41,16
15,100,41,2
15,100,41,3
15,100,41,13
15,100,41,2
15,100,41,13
15,100,41,16
15,100,41,1
15,100,41,14
15,100,41,2
15,100,41,2
15,100,41,13
15,100,41,12
15,100,41,29
15,100,41,8
15,100,41,2
15,100,41,10
15,100,41,12
15,100,41,28
15,100,41,24
15,100,41,13
15,100,41,1
15,100,41,17
15,100,41,13
15,100,41,15
15,100,41,16
15,100,41,37
15,100,41,24
15,100,41,30
15,100,41,13
15,100,41,10
15,100,41,25
15,100,41,34
15,100,41,15
15,100,41,17
15,100,41,5
15,100,41,5
15,100,41,17
15,100,41,2
15,100,41,12
15,100,41,8
15,100,41,9
15,100,41,23
15,100,41,31
15,100,41,13
15,100,41,37
15,100,41,21
15,100,41,14
15,100,41,5
15,100,41,11
15,100,41,14
15,100,41,6
15,100,41,13
15,100,41,16
15,100,41,32
15,100,41,13
15,100,41,8
15,100,41,31
15,100,41,9
15,100,41,17
15,100,41,3
15,100,41,14
15,100,41,24
15,100,41,5
15,100,41,5
15,100,41,1
15,100,41,21
15,100,41,9
15,100,41,15
15,100,41,15
15,100,41,13
15,100,41,1
15,100,41,20
15,100,41,21
15,100,41,9
15,100,41,12
15,100,41,12
15,100,41,9
15,100,41,12
15,100,41,15
15,100,41,5
15,100,41,18
15,100,41,14
15,100,41,31
15,100,41,33
15,100,41,17
15,100,41,14
15,100,41,12
15,100,41,14
15,100,41,12
15,100,41,1
15,100,41,17
15,100,41,17
15,100,41,23
15,100,41,29
15,100,41,12
15,100,41,28
15,100,41,20
15,100,41,5
15,100,41,17
15,100,41,3
15,100,41,24
15,100,41,3
15,100,41,7
15,100,41,5
15,100,41,23
15,100,41,20
15,100,41,10
15,100,41,13
15,100,41,34
15,100,41,10
15,100,41,34
15,100,41,12
15,100,41,35
15,100,41,19
15,100,41,19
15,100,41,5
15,100,41,13
15,100,41,18
15,100,41,28
15,100,41,7
15,100,41,10
15,100,41,12
15,100,41,13
15,100,41,7
15,100,41,28
15,100,41,19
15,100,41,8
15,100,41,24
15,100,41,9
15,100,41,1
15,100,41,2
15,100,41,24
15,100,41,7
15,100,41,16
15,100,41,17
15,100,41,10
15,100,41,13
15,100,41,9
15,100,41,2
15,100,41,13
15,100,41,13
15,100,41,13
15,100,41,19
15,100,41,32
15,100,41,19
15,100,41,13
15,100,41,2
15,100,41,17
15,100,41,19
15,100,41,4
15,100,41,24
15,100,41,13
15,100,41,15
15,100,41,29
15,100,41,2
15,100,41,13
15,100,41,5
15,100,41,31
15,100,41,13
15,100,41,5
15,100,41,21
15,100,41,16
15,100,41,32
15,100,41,13
15,100,41,39
15,100,41,36
15,100,41,17
15,100,41,25
15,100,41,16
15,100,41,5
15,100,41,11
15,100,41,13
15,100,41,12
15,100,41,29
15,100,41,13
15,100,41,37
15,100,41,12
15,100,41,16
15,100,41,7
15,100,41,13
15,100,41,12
15,100,41,15
15,100,41,9
15,100,41,5
15,100,41,19
15,100,41,1
15,100,41,24
15,100,41,5
15,100,41,13
15,100,41,10
15,100,41,28
15,100,41,2
15,100,41,9
15,100,41,21
15,100,41,9
15,100,41,21
15,100,41,1
15,100,41,19
15,100,41,3
15,100,41,18
15,100,41,13
15,100,41,28
15,100,41,29
15,100,41,28
15,100,41,20
15,100,41,18
15,100,41,12
15,100,41,24
15,100,41,12
15,100,41,9
15,100,41,10
15,100,41,2
15,100,41,24
15,100,41,17
15,100,41,9
15,100,41,12
15,100,41,4
15,100,41,29
15,100,41,9
15,100,41,8
15,100,41,4
15,100,41,8
15,100,41,16
15,100,41,4
15,100,41,34
15,100,41,24
15,100,41,28
15,100,41,24
15,100,41,10
15,100,41,5
15,100,41,4
15,100,41,9
15,100,41,24
15,100,41,13
15,100,41,14
15,100,41,7
15,100,41,21
15,100,41,7
15,100,41,2
15,100,41,13
15,100,41,2
15,100,41,13
15,100,41,10
15,100,41,36
15,100,41,28
15,100,41,13
15,100,41,12
15,100,41,3
15,100,41,24
15,100,41,25
15,100,41,15
15,100,41,24
15,100,41,13
15,100,41,24
15,100,41,24
15,100,41,3
15,100,41,24
15,100,41,13
15,100,41,13
15,100,41,12
15,100,41,3
15,100,41,19
15,100,41,9
15,100,41,3
15,100,41,13
15,100,41,25
15,100,41,5
15,100,41,5
15,100,41,13
15,100,41,5
15,100,41,12
15,100,41,16
15,100,41,17
15,100,41,4
15,100,41,16
15,100,41,17
15,100,41,7
15,100,41,24
15,100,41,13
15,100,41,16
15,100,41,17
15,100,41,30
15,100,41,12
15,100,41,25
15,100,41,13
15,100,41,19
15,100,41,9
15,100,41,16
15,100,41,12
15,100,41,7
15,100,41,17
15,100,41,10
15,100,41,16
15,100,41,7
15,100,41,12
15,100,41,16
15,100,41,13
15,100,41,31
15,100,41,16
15,100,41,17
15,100,41,17
15,100,41,10
15,100,41,2
15,100,41,1
15,100,41,1
15,100,41,15
15,100,41,17
15,100,41,28
15,100,41,13
15,100,41,2
15,100,41,17
15,100,41,13
15,100,41,13
15,100,41,16
15,100,41,5
15,100,41,10
15,100,41,13
15,100,41,6
15,100,41,6
15,100,41,21
15,100,41,26
15,100,41,8
15,100,41,18
15,100,41,18
15,100,41,14
15,100,41,20
15,100,41,13
15,100,41,24
15,100,41,18
15,100,41,25
15,100,41,2
15,100,41,9
15,100,41,3
15,100,41,6
15,100,41,16
15,100,41,1
15,100,41,5
15,100,41,7
15,100,41,9
15,100,41,16
15,100,41,20
15,100,41,8
15,100,41,16
15,100,41,9
15,100,41,16
15,100,41,4
15,100,41,24
15,100,41,9
15,100,41,37
15,100,41,2
15,100,41,12
15,100,41,7
15,100,41,2
15,100,41,13
15,100,41,20
15,100,41,28
15,100,41,10
15,100,41,19
15,100,41,12
15,100,41,13
15,100,41,10
15,100,41,3
15,100,41,21
15,100,41,19
15,100,41,1
15,100,41,1
15,100,41,4
15,100,41,21
15,100,41,13
15,100,41,7
15,100,41,21
15,100,41,19
15,100,41,8
15,100,41,17
15,100,41,12
15,100,41,8
15,100,41,7
15,100,41,15
15,100,41,25
15,100,41,19
15,100,41,33
15,100,41,29
15,100,41,19
15,100,41,16
15,100,41,8
15,100,41,16
15,100,41,13
15,100,41,25
15,100,41,13
15,100,41,16
15,100,41,13
15,100,41,13
15,100,41,29
15,100,41,24
15,100,41,13
15,100,41,5
15,100,41,24
15,100,41,9
15,100,41,9
15,100,41,24
15,100,41,38
15,100,41,10
15,100,41,1
15,100,41,21
15,100,41,7
15,100,41,24
15,100,41,1
15,100,41,13
15,100,41,13
15,100,41,21
15,100,41,37
15,100,41,13
15,100,41,25
15,100,41,13
15,100,41,17
15,100,41,13
15,100,41,16
15,100,41,12
15,100,41,8
15,100,41,29
15,100,41,25
15,100,41,14
15,100,41,14
15,100,41,10
15,100,41,25
15,100,41,5
15,100,41,17
15,100,41,13
15,100,41,2
15,100,41,39
15,100,41,20
15,100,41,24
15,100,41,7
15,100,41,17
15,100,41,10
15,100,41,2
15,100,41,3
15,100,41,20
15,100,41,12
15,100,41,17
15,100,41,7
15,100,41,12
15,100,41,11
15,100,41,39
15,100,41,28
15,100,41,5
15,100,41,17
15,100,41,28
15,100,41,15
15,100,41,1
15,100,41,12
15,100,41,12
15,100,41,14
15,100,41,14
15,100,41,9
15,100,41,6
15,100,41,34
15,100,41,28
15,100,41,16
15,100,41,17
15,100,41,7
15,100,41,16
15,100,41,9
15,100,41,20
15,100,41,39
15,100,41,18
15,100,41,8
15,100,41,17
15,100,41,7
15,100,41,4
15,100,41,16
15,100,41,12
15,100,41,16
15,100,41,16
15,100,41,16
15,100,41,14
15,100,41,16
15,100,41,4
15,100,41,2
15,100,41,12
15,100,41,16
15,100,41,19
15,100,41,12
15,100,41,8
15,100,41,4
15,100,41,16
15,100,41,3
15,100,41,30
15,100,41,16
15,100,41,26
15,100,41,16
15,100,41,2
15,100,41,10
15,100,41,8
15,100,41,12
15,100,41,18
15,100,41,10
15,100,41,13
15,100,41,1
15,100,41,10
15,100,41,24
15,100,41,2
15,100,41,25
15,100,41,10
15,100,41,2
15,100,41,2
15,100,41,19
15,100,41,16
15,100,41,7
15,100,41,3
15,100,41,12
15,100,41,1
15,100,41,2
15,100,41,10
15,100,41,2
15,100,41,13
15,100,41,16
15,100,41,9
15,100,41,10
15,100,41,12
15,100,41,8
15,100,41,10
15,100,41,1
15,100,41,13
15,100,41,16
15,100,41,1
15,100,41,13
15,100,41,24
15,100,41,37
15,100,41,8
15,100,41,34
15,100,41,13
15,100,41,17
15,100,41,7
15,100,41,14
15,100,41,17
15,100,41,10
15,100,41,9
15,100,41,24
15,100,41,16
15,100,41,13
15,100,41,21
15,100,41,5
15,100,41,4
15,100,41,12
15,100,41,13
15,100,41,8
15,100,41,13
15,100,41,17
15,100,41,13
15,100,41,24
15,100,41,20
15,100,41,9
15,100,41,5
15,100,41,16
15,100,41,9
15,100,41,17
15,100,41,13
15,100,41,2
15,100,41,9
15,100,41,16
15,100,41,32
15,100,41,20
15,100,41,13
15,100,41,15
15,100,41,24
15,100,41,8
15,100,41,2
15,100,41,7
15,100,41,14
15,100,41,5
15,100,41,28
15,100,41,33
15,100,41,8
15,100,41,25
15,100,41,12
15,100,41,28
15,100,41,3
15,100,41,5
15,100,41,5
15,100,41,24
15,100,41,16
15,100,41,8
15,100,41,18
15,100,41,3
15,100,41,8
15,100,41,14
15,100,41,2
15,100,41,40
15,100,41,9
15,100,41,8
15,100,41,37
15,100,41,17
15,100,41,19
15,100,41,2
15,100,41,12
15,100,41,3
15,100,41,9
15,100,41,18
15,100,41,12
15,100,41,16
15,100,41,5
15,100,41,19
15,100,41,28
15,100,41,16
15,100,41,9
15,100,41,10
15,100,41,25
15,100,41,2
15,100,41,9
15,100,41,41
15,100,41,16
15,100,41,10
15,100,41,12
15,100,41,19
15,100,41,2
15,100,41,17
15,100,41,13
15,100,41,19
15,100,41,13
15,100,41,12
15,100,41,9
15,100,41,32
15,100,41,12
15,100,41,13
15,100,41,13
15,100,41,13
15,100,41,16
15,100,41,1
15,100,41,30
15,100,41,31
15,100,41,2
15,100,41,25
15,100,41,13
15,100,41,31
15,100,41,20
15,100,41,9
15,100,41,13
15,100,41,24
15,100,41,2
15,100,41,4
15,100,41,4
15,100,41,5
15,100,41,17
15,100,41,15
15,100,41,5
15,100,41,13
15,100,41,7
15,100,41,1
15,100,41,1
15,100,41,12
15,100,41,16
15,100,41,12
15,100,41,13
15,100,41,17
15,100,41,7
15,100,41,2
15,100,41,16
15,100,41,13
15,100,41,2
15,100,41,9
15,100,41,9
15,100,41,9
15,100,41,21
15,100,41,16
15,100,41,12
15,100,41,29
15,100,41,13
15,100,41,2
15,100,41,25
15,100,41,17
15,100,41,7
15,100,41,24
15,100,41,2
15,100,41,10
15,100,41,17
15,100,41,2
15,100,41,29
15,100,41,9
15,100,41,29
15,100,41,8
15,100,41,16
15,100,41,32
15,100,41,13
15,100,41,13
15,100,41,32
15,100,41,17
15,100,41,24
15,100,41,24
15,100,41,34
15,100,41,20
15,100,41,17
15,100,41,8
15,100,41,13
15,100,41,34
15,100,41,15
15,100,41,5
15,100,41,34
15,100,41,18
15,100,41,37
15,100,41,13
15,100,41,13
15,100,41,13
15,100,41,4
15,100,41,18
15,100,41,3
15,100,41,20
15,100,41,8
15,100,41,20
15,100,41,12
15,100,41,8
15,100,41,19
15,100,41,18
15,100,41,8
15,100,41,19
15,100,41,2
15,100,41,34
15,100,41,12
15,100,41,20
15,100,41,12
15,100,41,20
15,100,41,6
15,100,41,18
15,100,41,34
15,100,41,11
15,100,41,32
15,100,41,9
15,100,41,19
15,100,41,4
15,100,41,19
15,100,41,13
15,100,41,13
15,100,41,24
15,100,41,16
15,100,41,1
15,100,41,1
15,100,41,24
15,100,41,4
15,100,41,16
15,100,41,10
15,100,41,19
15,100,41,13
15,100,41,35
15,100,41,7
15,100,41,13
15,100,41,16
15,100,41,16
15,100,41,13
15,100,41,1
15,100,41,12
15,100,41,13
15,100,41,10
15,100,41,12
15,100,41,28
15,100,41,13
15,100,41,17
15,100,41,25
15,100,41,16
15,100,41,18
15,100,41,33
15,100,41,16
15,100,41,3
15,100,41,1
15,100,41,16
15,100,41,9
15,100,41,13
15,100,41,6
15,100,41,24
15,100,41,1
15,100,41,10
15,100,41,2
15,100,41,35
15,100,41,4
15,100,41,16
15,100,41,9
15,100,41,10
15,100,41,24
15,100,41,18
15,100,41,17
15,100,41,13
15,100,41,13
15,100,41,18
15,100,41,13
15,100,41,16
15,100,41,5
15,100,41,26
15,100,41,15
15,100,41,13
15,100,41,7
15,100,41,12
15,100,41,10
15,100,41,25
15,100,41,12
15,100,41,10
15,100,41,9
15,100,41,2
15,100,41,12
15,100,41,9
15,100,41,5
15,100,41,20
16,100,40,1
16,100,40,2
16,100,40,3
16,100,40,4
16,100,40,5
16,100,40,6
16,100,40,7
16,100,40,8
16,100,40,3
16,100,40,9
16,100,40,9
16,100,40,10
16,100,40,11
16,100,40,12
16,100,40,13
16,100,40,2
16,100,40,14
16,100,40,15
16,100,40,12
16,100,40,16
16,100,40,5
16,100,40,14
16,100,40,17
16,100,40,17
16,100,40,5
16,100,40,9
16,100,40,5
16,100,40,18
16,100,40,19
16,100,40,13
16,100,40,17
16,100,40,7
16,100,40,13
16,100,40,2
16,100,40,8
16,100,40,3
16,100,40,17
16,100,40,20
16,100,40,6
16,100,40,15
16,100,40,10
16,100,40,6
16,100,40,21
16,100,40,5
16,100,40,16
16,100,40,13
16,100,40,13
16,100,40,12
16,100,40,12
16,100,40,15
16,100,40,22
16,100,40,23
16,100,40,13
16,100,40,13
16,100,40,20
16,100,40,17
16,100,40,21
16,100,40,2
16,100,40,7
16,100,40,1
16,100,40,7
16,100,40,23
16,100,40,13
16,100,40,14
16,100,40,16
16,100,40,9
16,100,40,13
16,100,40,24
16,100,40,9
16,100,40,1
16,100,40,7
16,100,40,19
16,100,40,13
16,100,40,15
16,100,40,12
16,100,40,13
16,100,40,13
16,100,40,7
16,100,40,5
16,100,40,21
16,100,40,15
16,100,40,7
16,100,40,13
16,100,40,13
16,100,40,7
16,100,40,23
16,100,40,12
16,100,40,10
16,100,40,12
16,100,40,8
16,100,40,13
16,100,40,12
16,100,40,15
16,100,40,16
16,100,40,15
16,100,40,16
16,100,40,13
16,100,40,23
16,100,40,10
16,100,40,12
16,100,40,17
16,100,40,25
16,100,40,2
16,100,40,18
16,100,40,9
16,100,40,15
16,100,40,9
16,100,40,8
16,100,40,12
16,100,40,7
16,100,40,9
16,100,40,8
16,100,40,26
16,100,40,15
16,100,40,13
16,100,40,12
16,100,40,37
16,100,40,6
16,100,40,20
16,100,40,6
16,100,40,21
16,100,40,17
16,100,40,5
16,100,40,8
16,100,40,12
16,100,40,22
16,100,40,21
16,100,40,1
16,100,40,16
16,100,40,20
16,100,40,14
16,100,40,13
16,100,40,23
16,100,40,1
16,100,40,3
16,100,40,22
16,100,40,20
16,100,40,27
16,100,40,23
16,100,40,1
16,100,40,1
16,100,40,2
16,100,40,23
16,100,40,17
16,100,40,27
16,100,40,20
16,100,40,19
16,100,40,24
16,100,40,6
16,100,40,12
16,100,40,16
16,100,40,5
16,100,40,13
16,100,40,7
16,100,40,13
16,100,40,16
16,100,40,13
16,100,40,7
16,100,40,12
16,100,40,13
16,100,40,13
16,100,40,21
16,100,40,33
16,100,40,17
16,100,40,4
16,100,40,35
16,100,40,13
16,100,40,17
16,100,40,1
16,100,40,19
16,100,40,8
16,100,40,8
16,100,40,12
16,100,40,4
16,100,40,23
16,100,40,2
16,100,40,17
16,100,40,16
16,100,40,2
16,100,40,3
16,100,40,13
16,100,40,2
16,100,40,28
16,100,40,16
16,100,40,1
16,100,40,14
16,100,40,2
16,100,40,2
16,100,40,13
16,100,40,12
16,100,40,35
16,100,40,8
16,100,40,2
