mu,mu_built_in,mu_emp,met,j,nmi,nc_norm
35,0.373,0.237,LD_ST,1,0.415,0.7027
35,0.373,0.236,LD_ST,1,0.399,0.7297
35,0.373,0.243,LD_ST,1,0.445,0.7568
35,0.373,0.203,LD_ST,1,0.374,0.9189
35,0.373,0.227,LD_ST,1,0.386,0.8649
35,0.373,0.237,LD_ST,1,0.435,0.7297
35,0.373,0.218,LD_ST,1,0.403,0.8649
35,0.373,0.234,LD_ST,1,0.377,0.7027
35,0.373,0.223,LD_ST,1,0.4,0.9189
35,0.373,0.225,LD_ST,1,0.373,0.6757
35,0.373,0.211,LD_ST,1,0.386,0.8378
35,0.373,0.234,LD_ST,1,0.399,0.7027
35,0.373,0.218,LD_ST,1,0.405,0.8919
35,0.373,0.223,LD_ST,1,0.385,0.9189
35,0.373,0.234,LD_ST,1,0.404,0.7027
35,0.373,0.24,LD_ST,1,0.414,0.7568
35,0.373,0.23,LD_ST,1,0.378,0.7568
35,0.373,0.214,LD_ST,1,0.338,0.7027
35,0.373,0.237,LD_ST,1,0.403,0.6757
35,0.373,0.237,LD_ST,1,0.409,0.7297
35,0.373,0.248,LD_ST,1,0.426,0.7297
35,0.373,0.22,LD_ST,1,0.41,0.8919
35,0.373,0.228,LD_ST,1,0.405,0.8649
35,0.373,0.215,LD_ST,1,0.386,0.8649
35,0.373,0.223,LD_ST,1,0.385,0.7297
35,0.373,0.231,LD_ST,1,0.418,0.7297
35,0.373,0.23,LD_ST,1,0.405,0.7027
35,0.373,0.224,LD_ST,1,0.413,0.9189
35,0.373,0.226,LD_ST,1,0.395,0.8919
35,0.373,0.232,LD_ST,1,0.414,0.7297
35,0.373,0.213,LD_ST,1,0.386,0.8378
35,0.373,0.214,LD_ST,1,0.388,0.8919
35,0.373,0.219,LD_ST,1,0.394,0.9189
35,0.373,0.23,LD_ST,1,0.404,0.8108
35,0.373,0.217,LD_ST,1,0.389,0.7027
35,0.373,0.242,LD_ST,1,0.373,0.6486
35,0.373,0.214,LD_ST,1,0.385,0.9189
35,0.373,0.214,LD_ST,1,0.415,0.8649
35,0.373,0.239,LD_ST,1,0.439,0.7297
35,0.373,0.236,LD_ST,1,0.407,0.7297
35,0.373,0.232,LD_ST,1,0.391,0.7297
35,0.373,0.242,LD_ST,1,0.414,0.7297
35,0.373,0.234,LD_ST,1,0.363,0.6486
35,0.373,0.23,LD_ST,1,0.391,0.7568
35,0.373,0.234,LD_ST,1,0.409,0.7297
35,0.373,0.235,LD_ST,1,0.399,0.7297
35,0.373,0.233,LD_ST,1,0.401,0.7027
35,0.373,0.243,LD_ST,1,0.401,0.7568
35,0.373,0.233,LD_ST,1,0.389,0.7027
35,0.373,0.233,LD_ST,1,0.38,0.6757
35,0.373,0.208,LD_ST,1,0.385,0.8919
35,0.373,0.238,LD_ST,1,0.41,0.7027
35,0.373,0.238,LD_ST,1,0.407,0.7027
35,0.373,0.234,LD_ST,1,0.388,0.7027
35,0.373,0.227,LD_ST,1,0.392,0.7027
35,0.373,0.222,LD_ST,1,0.336,0.6757
35,0.373,0.239,LD_ST,1,0.389,0.7568
35,0.373,0.237,LD_ST,1,0.393,0.7027
35,0.373,0.223,LD_ST,1,0.398,0.7297
35,0.373,0.255589,LD_cons0.2,1,0.4,0.7838
35,0.373,0.339431,LD_cons0.5,1,0.671,1.973
35,0.373,0.402947,LD_cons0.8,1,0.665,5.3514
35,0.373,0.020721,LD_consLF,1,0.548,1.3514
35,0.373,0.338,LP_ST,1,0.617,1.8649
35,0.373,0.331,LP_ST,1,0.603,1.6216
35,0.373,0.338,LP_ST,1,0.625,1.973
35,0.373,0.295,LP_ST,1,0.536,1.6757
35,0.373,0.323,LP_ST,1,0.642,1.7027
35,0.373,0.325,LP_ST,1,0.636,1.7568
35,0.373,0.326,LP_ST,1,0.629,1.7027
35,0.373,0.328,LP_ST,1,0.629,1.7838
35,0.373,0.318,LP_ST,1,0.631,1.6486
35,0.373,0.34,LP_ST,1,0.623,1.9459
35,0.373,0.341,LP_ST,1,0.627,1.973
35,0.373,0.326,LP_ST,1,0.622,1.8108
35,0.373,0.331,LP_ST,1,0.61,1.7568
35,0.373,0.339,LP_ST,1,0.611,1.8378
35,0.373,0.329,LP_ST,1,0.615,1.6486
35,0.373,0.339,LP_ST,1,0.608,1.9459
35,0.373,0.333,LP_ST,1,0.629,1.8919
35,0.373,0.333,LP_ST,1,0.632,1.7568
35,0.373,0.339,LP_ST,1,0.616,1.8649
35,0.373,0.323,LP_ST,1,0.628,1.6757
35,0.373,0.334,LP_ST,1,0.627,1.9189
35,0.373,0.355,LP_ST,1,0.631,2.1622
35,0.373,0.33,LP_ST,1,0.626,1.8919
35,0.373,0.321,LP_ST,1,0.635,1.7297
35,0.373,0.36,LP_ST,1,0.603,2.1892
35,0.373,0.318,LP_ST,1,0.64,1.6757
35,0.373,0.349,LP_ST,1,0.598,1.9459
35,0.373,0.331,LP_ST,1,0.622,1.7568
35,0.373,0.31,LP_ST,1,0.608,1.5135
35,0.373,0.314,LP_ST,1,0.591,1.5676
35,0.373,0.329,LP_ST,1,0.633,1.8108
35,0.373,0.333,LP_ST,1,0.62,1.8378
35,0.373,0.33,LP_ST,1,0.645,1.9189
35,0.373,0.335,LP_ST,1,0.614,1.7838
35,0.373,0.319,LP_ST,1,0.639,1.6486
35,0.373,0.323,LP_ST,1,0.635,1.7027
35,0.373,0.312,LP_ST,1,0.592,1.5405
35,0.373,0.316,LP_ST,1,0.628,1.6486
35,0.373,0.327,LP_ST,1,0.613,1.7568
35,0.373,0.327,LP_ST,1,0.619,1.7568
35,0.373,0.331,LP_ST,1,0.613,1.7027
35,0.373,0.321,LP_ST,1,0.627,1.7027
35,0.373,0.335,LP_ST,1,0.619,2
35,0.373,0.337,LP_ST,1,0.619,1.973
35,0.373,0.337,LP_ST,1,0.597,1.7838
35,0.373,0.322,LP_ST,1,0.633,1.6216
35,0.373,0.338,LP_ST,1,0.619,1.9189
35,0.373,0.337,LP_ST,1,0.622,1.8919
35,0.373,0.354,LP_ST,1,0.612,2.0541
35,0.373,0.326,LP_ST,1,0.649,1.7568
35,0.373,0.321,LP_ST,1,0.619,1.6216
35,0.373,0.34,LP_ST,1,0.621,2
35,0.373,0.334,LP_ST,1,0.641,1.7838
35,0.373,0.33,LP_ST,1,0.638,1.7027
35,0.373,0.31,LP_ST,1,0.625,1.7297
35,0.373,0.325,LP_ST,1,0.62,1.7297
35,0.373,0.325,LP_ST,1,0.618,1.7027
35,0.373,0.327,LP_ST,1,0.618,1.7838
35,0.373,0.322,LP_ST,1,0.622,1.6486
35,0.373,0.328,LP_ST,1,0.622,1.7838
35,0.373,0.334,LP_ST,1,0.596,1.7838
35,0.373,0.355,LP_ST,1,0.61,2.0811
35,0.373,0.327,LP_ST,1,0.629,1.7297
35,0.373,0.325,LP_ST,1,0.614,1.7027
35,0.373,0.327,LP_ST,1,0.595,1.7297
35,0.373,0.325,LP_ST,1,0.628,1.7838
35,0.373,0.324,LP_ST,1,0.609,1.6757
35,0.373,0.338,LP_ST,1,0.623,1.8919
35,0.373,0.322,LP_ST,1,0.63,1.7297
35,0.373,0.319,LP_ST,1,0.633,1.7568
35,0.373,0.361,LP_ST,1,0.634,2.0541
35,0.373,0.327,LP_ST,1,0.605,1.7027
35,0.373,0.328,LP_ST,1,0.621,1.7297
35,0.373,0.33,LP_ST,1,0.632,1.8108
35,0.373,0.332,LP_ST,1,0.618,1.8378
35,0.373,0.333,LP_ST,1,0.633,1.8649
35,0.373,0.347,LP_ST,1,0.617,1.973
35,0.373,0.32,LP_ST,1,0.621,1.7027
35,0.373,0.328,LP_ST,1,0.615,1.7568
35,0.373,0.331,LP_ST,1,0.627,1.8378
35,0.373,0.341,LP_ST,1,0.611,1.7297
35,0.373,0.337,LP_ST,1,0.634,1.8378
35,0.373,0.34,LP_ST,1,0.617,1.8378
35,0.373,0.333,LP_ST,1,0.617,1.7568
35,0.373,0.328,LP_ST,1,0.625,1.7297
35,0.373,0.323,LP_ST,1,0.629,1.6486
35,0.373,0.323,LP_ST,1,0.65,1.8108
35,0.373,0.337,LP_ST,1,0.638,1.8378
35,0.373,0.341,LP_ST,1,0.625,1.973
35,0.373,0.338,LP_ST,1,0.625,1.8649
35,0.373,0.325,LP_ST,1,0.651,1.7568
35,0.373,0.323,LP_ST,1,0.639,1.7027
35,0.373,0.327,LP_ST,1,0.616,1.7297
35,0.373,0.33,LP_ST,1,0.628,1.7838
35,0.373,0.35,LP_ST,1,0.602,1.973
35,0.373,0.318,LP_ST,1,0.633,1.6216
35,0.373,0.332,LP_ST,1,0.633,1.7838
35,0.373,0.347,LP_ST,1,0.609,2.027
35,0.373,0.332,LP_ST,1,0.617,1.7838
35,0.373,0.347,LP_ST,1,0.604,1.8919
35,0.373,0.374492,LP_cons0.2,1,0.635,2.0541
35,0.373,0.481199,LP_cons0.5,1,0.627,5.973
35,0.373,0.557927,LP_cons0.8,1,0.622,11.6757
35,0.373,0.012802,LP_consLF,1,0.653,6.6216
35,0.373,0.364,IM_ST,1,0.661,3.1081
35,0.373,0.362,IM_ST,1,0.661,3.1081
35,0.373,0.357,IM_ST,1,0.67,3
35,0.373,0.361,IM_ST,1,0.661,3.1081
35,0.373,0.364,IM_ST,1,0.661,3.1351
35,0.373,0.363,IM_ST,1,0.661,3.0811
35,0.373,0.364,IM_ST,1,0.662,3.1351
35,0.373,0.363,IM_ST,1,0.661,3.1351
35,0.373,0.36,IM_ST,1,0.662,3.0811
35,0.373,0.362,IM_ST,1,0.66,3.0811
35,0.373,0.363,IM_ST,1,0.662,3.1081
35,0.373,0.362,IM_ST,1,0.662,3.1351
35,0.373,0.365,IM_ST,1,0.66,3.1622
35,0.373,0.362,IM_ST,1,0.663,3.0811
35,0.373,0.363,IM_ST,1,0.663,3.1622
35,0.373,0.36,IM_ST,1,0.663,3.1351
35,0.373,0.362,IM_ST,1,0.668,3.0811
35,0.373,0.36,IM_ST,1,0.66,3.0541
35,0.373,0.357,IM_ST,1,0.668,3.027
35,0.373,0.36,IM_ST,1,0.664,3.1081
35,0.373,0.363,IM_ST,1,0.666,3.1351
35,0.373,0.358,IM_ST,1,0.664,3.027
35,0.373,0.362,IM_ST,1,0.659,3.1351
35,0.373,0.361,IM_ST,1,0.662,3.0811
35,0.373,0.359,IM_ST,1,0.663,3.027
35,0.373,0.364,IM_ST,1,0.659,3.1081
35,0.373,0.358,IM_ST,1,0.663,3.0541
35,0.373,0.364,IM_ST,1,0.657,3.1081
35,0.373,0.362,IM_ST,1,0.66,3.0541
35,0.373,0.363,IM_ST,1,0.659,3.1351
35,0.373,0.362,IM_ST,1,0.662,3.0541
35,0.373,0.36,IM_ST,1,0.662,3.027
35,0.373,0.367,IM_ST,1,0.653,3.1622
35,0.373,0.363,IM_ST,1,0.664,3.1351
35,0.373,0.365,IM_ST,1,0.662,3.1351
35,0.373,0.364,IM_ST,1,0.655,3.1081
35,0.373,0.364,IM_ST,1,0.658,3.0811
35,0.373,0.363,IM_ST,1,0.665,3.1081
35,0.373,0.365,IM_ST,1,0.66,3.1351
35,0.373,0.361,IM_ST,1,0.658,3.0541
35,0.373,0.363,IM_ST,1,0.664,3.1351
35,0.373,0.365,IM_ST,1,0.657,3.1622
35,0.373,0.361,IM_ST,1,0.66,3.0541
35,0.373,0.362,IM_ST,1,0.659,3.0541
35,0.373,0.361,IM_ST,1,0.667,3.1351
35,0.373,0.36,IM_ST,1,0.666,3.1081
35,0.373,0.362,IM_ST,1,0.655,3.1081
35,0.373,0.363,IM_ST,1,0.664,3.1081
35,0.373,0.359,IM_ST,1,0.661,3.027
35,0.373,0.366,IM_ST,1,0.654,3.1351
35,0.373,0.359,IM_ST,1,0.667,3.0811
35,0.373,0.362,IM_ST,1,0.666,3.1081
35,0.373,0.359,IM_ST,1,0.67,3.0541
35,0.373,0.358,IM_ST,1,0.664,3.1351
35,0.373,0.361,IM_ST,1,0.665,3.1081
35,0.373,0.362,IM_ST,1,0.663,3.1081
35,0.373,0.358,IM_ST,1,0.664,3.0541
35,0.373,0.361,IM_ST,1,0.667,3.1081
35,0.373,0.363,IM_ST,1,0.659,3.1081
35,0.373,0.361,IM_ST,1,0.66,3.0541
35,0.373,0.363,IM_ST,1,0.659,3.0811
35,0.373,0.364,IM_ST,1,0.658,3.1622
35,0.373,0.359,IM_ST,1,0.661,3.0811
35,0.373,0.359,IM_ST,1,0.663,3.027
35,0.373,0.363,IM_ST,1,0.661,3.0811
35,0.373,0.36,IM_ST,1,0.666,3.0541
35,0.373,0.358,IM_ST,1,0.666,3
35,0.373,0.362,IM_ST,1,0.666,3.0811
35,0.373,0.362,IM_ST,1,0.659,3.1081
35,0.373,0.358,IM_ST,1,0.667,3.1081
35,0.373,0.362,IM_ST,1,0.663,3.027
35,0.373,0.36,IM_ST,1,0.667,3.0811
35,0.373,0.364,IM_ST,1,0.661,3.1081
35,0.373,0.363,IM_ST,1,0.662,3.1081
35,0.373,0.359,IM_ST,1,0.663,3.027
35,0.373,0.361,IM_ST,1,0.665,3.027
35,0.373,0.358,IM_ST,1,0.665,3
35,0.373,0.365,IM_ST,1,0.657,3.1892
35,0.373,0.363,IM_ST,1,0.662,3.1351
35,0.373,0.368,IM_ST,1,0.652,3.1892
35,0.373,0.36,IM_ST,1,0.659,3.1081
35,0.373,0.36,IM_ST,1,0.666,3.1081
35,0.373,0.359,IM_ST,1,0.667,3.027
35,0.373,0.366,IM_ST,1,0.655,3.1081
35,0.373,0.365,IM_ST,1,0.659,3.0811
35,0.373,0.363,IM_ST,1,0.662,3.1081
35,0.373,0.357,IM_ST,1,0.666,3.0541
35,0.373,0.362,IM_ST,1,0.663,3.0811
35,0.373,0.361,IM_ST,1,0.663,3.1081
35,0.373,0.363,IM_ST,1,0.66,3.1351
35,0.373,0.363,IM_ST,1,0.656,3.1622
35,0.373,0.363,IM_ST,1,0.663,3.1081
35,0.373,0.362,IM_ST,1,0.664,3.1081
35,0.373,0.364,IM_ST,1,0.661,3.1081
35,0.373,0.362,IM_ST,1,0.668,3.1081
35,0.373,0.361,IM_ST,1,0.665,3.0541
35,0.373,0.361,IM_ST,1,0.666,3.0811
35,0.373,0.362,IM_ST,1,0.657,3.0811
35,0.373,0.363,IM_ST,1,0.668,3.1081
35,0.373,0.366,IM_ST,1,0.655,3.1351
35,0.373,0.357724,IM_cons0.2,1,0.663,2.8919
35,0.373,0.367886,IM_cons0.5,1,0.663,3.2973
35,0.373,0.39685,IM_cons0.8,1,0.651,4.5676
35,0.373,0,IM_consLF,1,0.661,3.4595
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.377,WT_ST,1,0.607,3.7297
35,0.373,0.376524,WT_cons0.2,1,0.607,3.7297
35,0.373,0.376524,WT_cons0.5,1,0.607,3.7297
35,0.373,0.376524,WT_cons0.8,1,0.607,3.7297
35,0.373,0,WT_consLF,1,0.607,3.7297
40,0.426,0.329,LV_ST,0,0.45,0.6486
40,0.426,0.333,LV_ST,0,0.461,0.6757
40,0.426,0.337,LV_ST,0,0.443,0.6757
40,0.426,0.331,LV_ST,0,0.421,0.6486
40,0.426,0.328,LV_ST,0,0.454,0.6757
40,0.426,0.329,LV_ST,0,0.426,0.6757
40,0.426,0.333,LV_ST,0,0.447,0.6757
40,0.426,0.33,LV_ST,0,0.463,0.7027
40,0.426,0.33,LV_ST,0,0.448,0.6486
40,0.426,0.331,LV_ST,0,0.448,0.6486
40,0.426,0.329,LV_ST,0,0.441,0.6486
40,0.426,0.336,LV_ST,0,0.458,0.7027
40,0.426,0.327,LV_ST,0,0.427,0.6486
40,0.426,0.328,LV_ST,0,0.439,0.6486
40,0.426,0.333,LV_ST,0,0.461,0.7027
40,0.426,0.329,LV_ST,0,0.438,0.6486
40,0.426,0.336,LV_ST,0,0.44,0.6757
40,0.426,0.329,LV_ST,0,0.444,0.6486
40,0.426,0.332,LV_ST,0,0.439,0.6486
40,0.426,0.333,LV_ST,0,0.436,0.6486
40,0.426,0.333,LV_ST,0,0.437,0.6757
40,0.426,0.334,LV_ST,0,0.426,0.6757
40,0.426,0.336,LV_ST,0,0.47,0.7027
40,0.426,0.334,LV_ST,0,0.441,0.6486
40,0.426,0.331,LV_ST,0,0.447,0.6757
40,0.426,0.331,LV_ST,0,0.439,0.6486
40,0.426,0.325,LV_ST,0,0.415,0.5946
40,0.426,0.335,LV_ST,0,0.447,0.6757
40,0.426,0.332,LV_ST,0,0.428,0.6757
40,0.426,0.333,LV_ST,0,0.437,0.6757
40,0.426,0.332,LV_ST,0,0.447,0.6757
40,0.426,0.328,LV_ST,0,0.444,0.6486
40,0.426,0.325,LV_ST,0,0.436,0.6216
40,0.426,0.341,LV_ST,0,0.47,0.7297
40,0.426,0.331,LV_ST,0,0.458,0.7027
40,0.426,0.329,LV_ST,0,0.421,0.6486
40,0.426,0.322,LV_ST,0,0.432,0.6216
40,0.426,0.328,LV_ST,0,0.439,0.6486
40,0.426,0.328,LV_ST,0,0.44,0.6486
40,0.426,0.335,LV_ST,0,0.433,0.6757
40,0.426,0.338,LV_ST,0,0.457,0.7027
40,0.426,0.337,LV_ST,0,0.447,0.7027
40,0.426,0.329,LV_ST,0,0.455,0.6757
40,0.426,0.333,LV_ST,0,0.451,0.6757
40,0.426,0.326,LV_ST,0,0.443,0.6486
40,0.426,0.332,LV_ST,0,0.442,0.7027
40,0.426,0.329,LV_ST,0,0.467,0.6757
40,0.426,0.338,LV_ST,0,0.438,0.6757
40,0.426,0.331,LV_ST,0,0.445,0.6486
40,0.426,0.326,LV_ST,0,0.457,0.6486
40,0.426,0.334,LV_ST,0,0.452,0.7027
40,0.426,0.329,LV_ST,0,0.464,0.7027
40,0.426,0.33,LV_ST,0,0.434,0.6486
40,0.426,0.332,LV_ST,0,0.454,0.6757
40,0.426,0.33,LV_ST,0,0.461,0.6757
40,0.426,0.33,LV_ST,0,0.436,0.6757
40,0.426,0.336,LV_ST,0,0.468,0.7027
40,0.426,0.333,LV_ST,0,0.456,0.7027
40,0.426,0.324,LV_ST,0,0.439,0.6216
40,0.426,0.333,LV_ST,0,0.435,0.6486
40,0.426,0.333,LV_ST,0,0.437,0.7027
40,0.426,0.327,LV_ST,0,0.406,0.6216
40,0.426,0.328,LV_ST,0,0.438,0.6486
40,0.426,0.332,LV_ST,0,0.416,0.6486
40,0.426,0.322,LV_ST,0,0.422,0.6216
40,0.426,0.33,LV_ST,0,0.456,0.6757
40,0.426,0.337,LV_ST,0,0.457,0.7027
40,0.426,0.325,LV_ST,0,0.427,0.6486
40,0.426,0.33,LV_ST,0,0.435,0.6757
40,0.426,0.321,LV_ST,0,0.427,0.6216
40,0.426,0.334,LV_ST,0,0.469,0.7027
40,0.426,0.333,LV_ST,0,0.442,0.6757
40,0.426,0.34,LV_ST,0,0.464,0.7027
40,0.426,0.329,LV_ST,0,0.417,0.6486
40,0.426,0.335,LV_ST,0,0.437,0.6757
40,0.426,0.329,LV_ST,0,0.447,0.6486
40,0.426,0.33,LV_ST,0,0.46,0.7027
40,0.426,0.332,LV_ST,0,0.458,0.7027
40,0.426,0.338,LV_ST,0,0.435,0.7027
40,0.426,0.33,LV_ST,0,0.425,0.6216
40,0.426,0.329,LV_ST,0,0.443,0.7027
40,0.426,0.339,LV_ST,0,0.437,0.6757
40,0.426,0.327,LV_ST,0,0.436,0.6486
40,0.426,0.33,LV_ST,0,0.451,0.6757
40,0.426,0.337,LV_ST,0,0.45,0.7027
40,0.426,0.336,LV_ST,0,0.442,0.7027
40,0.426,0.325,LV_ST,0,0.417,0.6486
40,0.426,0.328,LV_ST,0,0.441,0.6486
40,0.426,0.334,LV_ST,0,0.471,0.7297
40,0.426,0.328,LV_ST,0,0.421,0.6486
40,0.426,0.326,LV_ST,0,0.435,0.6757
40,0.426,0.326,LV_ST,0,0.433,0.6486
40,0.426,0.335,LV_ST,0,0.443,0.7027
40,0.426,0.332,LV_ST,0,0.459,0.6757
40,0.426,0.332,LV_ST,0,0.444,0.6757
40,0.426,0.331,LV_ST,0,0.414,0.6216
40,0.426,0.335,LV_ST,0,0.443,0.7027
40,0.426,0.33,LV_ST,0,0.419,0.6486
40,0.426,0.323,LV_ST,0,0.424,0.6216
40,0.426,0.328,LV_ST,0,0.441,0.6486
40,0.426,0.356998,LV_cons0.2,0,0.465,0.8378
40,0.426,0.406694,LV_cons0.5,0,0.585,2.027
40,0.426,0.468053,LV_cons0.8,0,0.594,4.9459
40,0.426,0.007091,LV_consLF,1,0.547,1.4054
40,0.426,0.282,LD_ST,1,0.32,0.4865
40,0.426,0.268,LD_ST,1,0.319,0.4865
40,0.426,0.259,LD_ST,1,0.299,0.4054
40,0.426,0.274,LD_ST,1,0.35,0.4865
40,0.426,0.255,LD_ST,1,0.301,0.4595
40,0.426,0.259,LD_ST,1,0.3,0.4595
40,0.426,0.266,LD_ST,1,0.32,0.4595
40,0.426,0.244,LD_ST,1,0.292,0.5405
40,0.426,0.264,LD_ST,1,0.289,0.3784
40,0.426,0.273,LD_ST,1,0.338,0.4595
40,0.426,0.266,LD_ST,1,0.317,0.4595
40,0.426,0.264,LD_ST,1,0.328,0.4595
40,0.426,0.249,LD_ST,1,0.298,0.5405
40,0.426,0.258,LD_ST,1,0.31,0.5405
40,0.426,0.258,LD_ST,1,0.308,0.4054
40,0.426,0.259,LD_ST,1,0.302,0.5405
40,0.426,0.264,LD_ST,1,0.299,0.4054
40,0.426,0.25,LD_ST,1,0.288,0.5135
40,0.426,0.249,LD_ST,1,0.295,0.4324
40,0.426,0.26,LD_ST,1,0.306,0.4324
40,0.426,0.261,LD_ST,1,0.297,0.4595
40,0.426,0.262,LD_ST,1,0.302,0.4595
40,0.426,0.243,LD_ST,1,0.287,0.4054
40,0.426,0.263,LD_ST,1,0.318,0.4324
40,0.426,0.248,LD_ST,1,0.303,0.5135
40,0.426,0.27,LD_ST,1,0.295,0.4324
40,0.426,0.27,LD_ST,1,0.334,0.4595
40,0.426,0.268,LD_ST,1,0.32,0.4324
40,0.426,0.232,LD_ST,1,0.276,0.6486
40,0.426,0.244,LD_ST,1,0.286,0.4054
40,0.426,0.273,LD_ST,1,0.312,0.4324
40,0.426,0.258,LD_ST,1,0.318,0.4595
40,0.426,0.259,LD_ST,1,0.31,0.4324
40,0.426,0.251,LD_ST,1,0.287,0.4324
40,0.426,0.258,LD_ST,1,0.315,0.4595
40,0.426,0.265,LD_ST,1,0.34,0.4595
40,0.426,0.257,LD_ST,1,0.312,0.4324
