mu,mu_built_in,mu_emp,met,j,nmi,nc_norm
15,0.133,0.139,LP_ST,1,0.845,1.7838
15,0.133,0.153,LP_ST,1,0.839,1.973
15,0.133,0.127,LP_ST,1,0.859,1.7297
15,0.133,0.153,LP_ST,1,0.831,1.9459
15,0.133,0.154,LP_ST,1,0.831,2.027
15,0.133,0.158,LP_ST,1,0.829,1.9459
15,0.133,0.153,LP_ST,1,0.821,1.9189
15,0.133,0.136,LP_ST,1,0.85,1.8378
15,0.133,0.153,LP_ST,1,0.829,1.9459
15,0.133,0.146,LP_ST,1,0.834,1.8919
15,0.133,0.137,LP_ST,1,0.848,1.7297
15,0.133,0.151,LP_ST,1,0.842,1.9459
15,0.133,0.14,LP_ST,1,0.845,1.7568
15,0.133,0.151,LP_ST,1,0.83,1.8919
15,0.133,0.139,LP_ST,1,0.84,1.7027
15,0.133,0.134,LP_ST,1,0.853,1.6757
15,0.133,0.148,LP_ST,1,0.828,1.973
15,0.133,0.146,LP_ST,1,0.835,1.8649
15,0.133,0.15,LP_ST,1,0.831,1.8649
15,0.133,0.153,LP_ST,1,0.833,1.973
15,0.133,0.146,LP_ST,1,0.826,1.8108
15,0.133,0.144,LP_ST,1,0.836,1.9189
15,0.133,0.145,LP_ST,1,0.836,1.8919
15,0.133,0.14,LP_ST,1,0.847,1.7027
15,0.133,0.145,LP_ST,1,0.844,1.8108
15,0.133,0.131,LP_ST,1,0.848,1.7568
15,0.133,0.157,LP_ST,1,0.831,2.1081
15,0.133,0.158,LP_ST,1,0.828,1.8649
15,0.133,0.148,LP_ST,1,0.842,1.8108
15,0.133,0.145,LP_ST,1,0.839,1.8378
15,0.133,0.146,LP_ST,1,0.845,1.8919
15,0.133,0.135,LP_ST,1,0.843,1.7838
15,0.133,0.145,LP_ST,1,0.849,1.8378
15,0.133,0.131,LP_ST,1,0.862,1.7027
15,0.133,0.138,LP_ST,1,0.845,1.8108
15,0.133,0.14,LP_ST,1,0.836,1.7838
15,0.133,0.147,LP_ST,1,0.829,1.9459
15,0.133,0.138,LP_ST,1,0.848,1.8108
15,0.133,0.153,LP_ST,1,0.836,2
15,0.133,0.139,LP_ST,1,0.845,1.8108
15,0.133,0.143,LP_ST,1,0.85,1.7027
15,0.133,0.143,LP_ST,1,0.834,1.8919
15,0.133,0.133,LP_ST,1,0.849,1.7568
15,0.133,0.14,LP_ST,1,0.833,1.8378
15,0.133,0.146,LP_ST,1,0.837,1.8649
15,0.133,0.135,LP_ST,1,0.843,1.7297
15,0.133,0.132383,LP_cons0.2,1,0.854,1.5946
15,0.133,0.167006,LP_cons0.5,1,0.826,2.5135
15,0.133,0.220468,LP_cons0.8,1,0.78,4.7838
15,0.133,0.007552,LP_consLF,1,0.835,3.027
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.144,IM_ST,1,0.849,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.3784
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.144,IM_ST,1,0.85,2.3784
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.852,2.3784
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.3784
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.852,2.3784
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.852,2.3784
15,0.133,0.143,IM_ST,1,0.85,2.3784
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.3784
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.852,2.3784
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.142,IM_ST,1,0.853,2.3784
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.3784
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.852,2.3784
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.146,IM_ST,1,0.846,2.4324
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.852,2.3784
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.144,IM_ST,1,0.848,2.3784
15,0.133,0.142,IM_ST,1,0.852,2.3784
15,0.133,0.143,IM_ST,1,0.85,2.4054
15,0.133,0.143075,IM_cons0.2,1,0.849,2.4054
15,0.133,0.144094,IM_cons0.5,1,0.848,2.4324
15,0.133,0.14613,IM_cons0.8,1,0.846,2.5135
15,0.133,0,IM_consLF,1,0.846,2.5135
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153,WT_ST,1,0.825,2.7568
15,0.133,0.153259,WT_cons0.2,1,0.825,2.7568
15,0.133,0.153259,WT_cons0.5,1,0.825,2.7568
15,0.133,0.153259,WT_cons0.8,1,0.825,2.7568
15,0.133,0,WT_consLF,1,0.825,2.7568
20,0.205,0.167,LV_ST,0,0.755,0.9459
20,0.205,0.171,LV_ST,0,0.77,0.973
20,0.205,0.172,LV_ST,0,0.733,0.9189
20,0.205,0.172,LV_ST,0,0.745,0.9459
20,0.205,0.167,LV_ST,0,0.76,0.9459
20,0.205,0.169,LV_ST,0,0.751,0.9189
20,0.205,0.169,LV_ST,0,0.749,0.9459
20,0.205,0.172,LV_ST,0,0.756,0.973
20,0.205,0.167,LV_ST,0,0.73,0.8919
20,0.205,0.17,LV_ST,0,0.749,0.9459
20,0.205,0.175,LV_ST,0,0.772,1
20,0.205,0.171,LV_ST,0,0.745,0.9189
20,0.205,0.166,LV_ST,0,0.725,0.8649
20,0.205,0.171,LV_ST,0,0.763,0.973
20,0.205,0.175,LV_ST,0,0.767,1
20,0.205,0.173,LV_ST,0,0.731,0.9189
20,0.205,0.17,LV_ST,0,0.723,0.8919
20,0.205,0.172,LV_ST,0,0.754,0.973
20,0.205,0.173,LV_ST,0,0.749,0.9459
20,0.205,0.171,LV_ST,0,0.756,0.973
20,0.205,0.169,LV_ST,0,0.747,0.9459
20,0.205,0.171,LV_ST,0,0.761,0.9459
20,0.205,0.173,LV_ST,0,0.769,0.973
20,0.205,0.173,LV_ST,0,0.763,0.973
20,0.205,0.169,LV_ST,0,0.734,0.9189
20,0.205,0.169,LV_ST,0,0.745,0.9189
20,0.205,0.176,LV_ST,0,0.759,0.973
20,0.205,0.174,LV_ST,0,0.751,0.973
20,0.205,0.172,LV_ST,0,0.753,0.9459
20,0.205,0.168,LV_ST,0,0.757,0.9459
20,0.205,0.173,LV_ST,0,0.756,1
20,0.205,0.178,LV_ST,0,0.744,0.9459
20,0.205,0.171,LV_ST,0,0.749,0.9459
20,0.205,0.171,LV_ST,0,0.756,0.9459
20,0.205,0.169,LV_ST,0,0.757,0.9459
20,0.205,0.169,LV_ST,0,0.751,0.9189
20,0.205,0.176,LV_ST,0,0.76,0.973
20,0.205,0.174,LV_ST,0,0.77,1
20,0.205,0.174,LV_ST,0,0.765,0.973
20,0.205,0.174,LV_ST,0,0.749,0.9459
20,0.205,0.171,LV_ST,0,0.747,0.9459
20,0.205,0.173,LV_ST,0,0.761,0.973
20,0.205,0.169,LV_ST,0,0.74,0.9189
20,0.205,0.172,LV_ST,0,0.765,0.973
20,0.205,0.168,LV_ST,0,0.761,0.9459
20,0.205,0.175,LV_ST,0,0.75,0.9459
20,0.205,0.17,LV_ST,0,0.757,0.9459
20,0.205,0.169,LV_ST,0,0.756,0.9459
20,0.205,0.175,LV_ST,0,0.758,0.973
20,0.205,0.171,LV_ST,0,0.764,0.973
20,0.205,0.172,LV_ST,0,0.753,0.9459
20,0.205,0.173,LV_ST,0,0.771,1
20,0.205,0.173,LV_ST,0,0.754,0.973
20,0.205,0.169,LV_ST,0,0.731,0.8919
20,0.205,0.173,LV_ST,0,0.75,0.9459
20,0.205,0.173,LV_ST,0,0.767,0.973
20,0.205,0.169,LV_ST,0,0.75,0.9459
20,0.205,0.171,LV_ST,0,0.749,0.9459
20,0.205,0.17,LV_ST,0,0.745,0.9189
20,0.205,0.173,LV_ST,0,0.738,0.9189
20,0.205,0.173,LV_ST,0,0.756,0.973
20,0.205,0.169,LV_ST,0,0.765,0.9459
20,0.205,0.174,LV_ST,0,0.738,0.9189
20,0.205,0.172,LV_ST,0,0.756,0.973
20,0.205,0.17,LV_ST,0,0.757,0.9459
20,0.205,0.171,LV_ST,0,0.75,0.9459
20,0.205,0.173,LV_ST,0,0.736,0.9459
20,0.205,0.172,LV_ST,0,0.764,0.973
20,0.205,0.17,LV_ST,0,0.749,0.9459
20,0.205,0.17,LV_ST,0,0.74,0.9189
20,0.205,0.171,LV_ST,0,0.745,0.9459
20,0.205,0.172,LV_ST,0,0.752,0.9459
20,0.205,0.175,LV_ST,0,0.772,1
20,0.205,0.169,LV_ST,0,0.751,0.9459
20,0.205,0.169,LV_ST,0,0.739,0.8919
20,0.205,0.172,LV_ST,0,0.75,0.9459
20,0.205,0.174,LV_ST,0,0.747,0.973
20,0.205,0.175,LV_ST,0,0.742,0.9459
20,0.205,0.173,LV_ST,0,0.76,0.9459
20,0.205,0.173,LV_ST,0,0.761,0.973
20,0.205,0.171,LV_ST,0,0.738,0.9189
20,0.205,0.176,LV_ST,0,0.769,1
20,0.205,0.171,LV_ST,0,0.729,0.9189
20,0.205,0.171,LV_ST,0,0.774,1
20,0.205,0.172,LV_ST,0,0.744,0.9459
20,0.205,0.172,LV_ST,0,0.762,0.973
20,0.205,0.171,LV_ST,0,0.746,0.9459
20,0.205,0.173,LV_ST,0,0.758,0.973
20,0.205,0.166,LV_ST,0,0.733,0.8919
20,0.205,0.173,LV_ST,0,0.761,0.973
20,0.205,0.169,LV_ST,0,0.73,0.8919
20,0.205,0.17,LV_ST,0,0.744,0.9189
20,0.205,0.168,LV_ST,0,0.741,0.9189
20,0.205,0.175,LV_ST,0,0.759,0.973
20,0.205,0.17,LV_ST,0,0.766,0.973
20,0.205,0.175,LV_ST,0,0.765,1
20,0.205,0.168,LV_ST,0,0.75,0.9459
20,0.205,0.17,LV_ST,0,0.754,0.9459
20,0.205,0.173,LV_ST,0,0.757,0.973
20,0.205,0.172,LV_ST,0,0.751,0.973
20,0.205,0.165647,LV_cons0.2,0,0.715,0.8649
20,0.205,0.179918,LV_cons0.5,0,0.813,1.2162
20,0.205,0.211519,LV_cons0.8,0,0.818,2.1622
20,0.205,0,LV_consLF,1,0.8,1.2432
20,0.205,0.148,LD_ST,1,0.656,0.7297
20,0.205,0.145,LD_ST,1,0.624,0.7297
20,0.205,0.142,LD_ST,1,0.635,0.7297
20,0.205,0.146,LD_ST,1,0.652,0.7838
20,0.205,0.148,LD_ST,1,0.64,0.7297
20,0.205,0.153,LD_ST,1,0.666,0.7838
20,0.205,0.147,LD_ST,1,0.641,0.7568
20,0.205,0.145,LD_ST,1,0.651,0.7838
20,0.205,0.146,LD_ST,1,0.644,0.7297
20,0.205,0.15,LD_ST,1,0.645,0.7568
20,0.205,0.145,LD_ST,1,0.632,0.7027
20,0.205,0.147,LD_ST,1,0.628,0.7297
20,0.205,0.146,LD_ST,1,0.628,0.7297
20,0.205,0.148,LD_ST,1,0.654,0.7568
20,0.205,0.153,LD_ST,1,0.661,0.8108
20,0.205,0.141,LD_ST,1,0.61,0.7027
20,0.205,0.149,LD_ST,1,0.647,0.7568
20,0.205,0.144,LD_ST,1,0.646,0.7568
20,0.205,0.148,LD_ST,1,0.647,0.7297
20,0.205,0.145,LD_ST,1,0.65,0.7568
20,0.205,0.149,LD_ST,1,0.664,0.8108
20,0.205,0.15,LD_ST,1,0.66,0.7838
20,0.205,0.153,LD_ST,1,0.681,0.7838
20,0.205,0.146,LD_ST,1,0.641,0.7568
20,0.205,0.148,LD_ST,1,0.638,0.7568
20,0.205,0.153,LD_ST,1,0.667,0.7838
20,0.205,0.143,LD_ST,1,0.627,0.7568
20,0.205,0.153,LD_ST,1,0.664,0.7568
20,0.205,0.147,LD_ST,1,0.653,0.7568
20,0.205,0.148,LD_ST,1,0.663,0.7568
20,0.205,0.148,LD_ST,1,0.656,0.7568
20,0.205,0.148,LD_ST,1,0.631,0.7027
20,0.205,0.144,LD_ST,1,0.651,0.7568
20,0.205,0.147,LD_ST,1,0.652,0.7838
20,0.205,0.147,LD_ST,1,0.644,0.7568
20,0.205,0.145,LD_ST,1,0.623,0.7297
20,0.205,0.148,LD_ST,1,0.635,0.7027
20,0.205,0.146,LD_ST,1,0.65,0.7838
20,0.205,0.148,LD_ST,1,0.651,0.7568
20,0.205,0.147,LD_ST,1,0.652,0.7838
20,0.205,0.15,LD_ST,1,0.671,0.7568
20,0.205,0.15,LD_ST,1,0.65,0.7568
20,0.205,0.144,LD_ST,1,0.617,0.7027
20,0.205,0.148,LD_ST,1,0.657,0.7838
20,0.205,0.145,LD_ST,1,0.643,0.7297
20,0.205,0.149,LD_ST,1,0.662,0.7568
20,0.205,0.147,LD_ST,1,0.648,0.7568
20,0.205,0.145,LD_ST,1,0.629,0.7297
20,0.205,0.147,LD_ST,1,0.651,0.7568
20,0.205,0.15,LD_ST,1,0.661,0.7568
20,0.205,0.148,LD_ST,1,0.649,0.7568
20,0.205,0.154,LD_ST,1,0.67,0.7838
20,0.205,0.148,LD_ST,1,0.649,0.7568
20,0.205,0.148,LD_ST,1,0.641,0.7568
20,0.205,0.15,LD_ST,1,0.644,0.7568
20,0.205,0.149,LD_ST,1,0.646,0.7297
20,0.205,0.15,LD_ST,1,0.653,0.7568
20,0.205,0.152,LD_ST,1,0.658,0.7568
20,0.205,0.143,LD_ST,1,0.641,0.7568
20,0.205,0.145,LD_ST,1,0.64,0.7568
20,0.205,0.152,LD_ST,1,0.664,0.7568
20,0.205,0.147,LD_ST,1,0.66,0.8108
20,0.205,0.144,LD_ST,1,0.644,0.7568
20,0.205,0.148,LD_ST,1,0.635,0.7297
20,0.205,0.148,LD_ST,1,0.645,0.7297
20,0.205,0.148,LD_ST,1,0.648,0.7568
20,0.205,0.15,LD_ST,1,0.667,0.7838
20,0.205,0.148,LD_ST,1,0.617,0.7297
20,0.205,0.148,LD_ST,1,0.658,0.7838
20,0.205,0.15,LD_ST,1,0.66,0.7838
20,0.205,0.146,LD_ST,1,0.619,0.7027
20,0.205,0.147,LD_ST,1,0.657,0.7568
20,0.205,0.145,LD_ST,1,0.643,0.7297
20,0.205,0.149,LD_ST,1,0.655,0.7838
20,0.205,0.15,LD_ST,1,0.667,0.7568
20,0.205,0.146,LD_ST,1,0.636,0.7568
20,0.205,0.147,LD_ST,1,0.651,0.7568
20,0.205,0.146,LD_ST,1,0.649,0.7568
20,0.205,0.146,LD_ST,1,0.632,0.7297
20,0.205,0.147,LD_ST,1,0.642,0.7297
20,0.205,0.155,LD_ST,1,0.656,0.7838
20,0.205,0.149,LD_ST,1,0.632,0.7297
20,0.205,0.143,LD_ST,1,0.638,0.7568
20,0.205,0.153,LD_ST,1,0.667,0.7838
20,0.205,0.146,LD_ST,1,0.624,0.7297
20,0.205,0.148,LD_ST,1,0.645,0.7568
20,0.205,0.148,LD_ST,1,0.642,0.7297
20,0.205,0.15,LD_ST,1,0.673,0.8108
20,0.205,0.149,LD_ST,1,0.648,0.7568
20,0.205,0.144,LD_ST,1,0.631,0.7297
20,0.205,0.147,LD_ST,1,0.644,0.7568
20,0.205,0.142,LD_ST,1,0.618,0.7568
20,0.205,0.142,LD_ST,1,0.61,0.6757
20,0.205,0.145,LD_ST,1,0.65,0.7838
20,0.205,0.148,LD_ST,1,0.66,0.7838
20,0.205,0.147,LD_ST,1,0.65,0.7568
20,0.205,0.148,LD_ST,1,0.662,0.7838
20,0.205,0.154,LD_ST,1,0.688,0.8378
20,0.205,0.143,LD_ST,1,0.608,0.7027
20,0.205,0.15,LD_ST,1,0.646,0.7297
20,0.205,0.148318,LD_cons0.2,1,0.608,0.7027
20,0.205,0.167686,LD_cons0.5,1,0.768,1.2162
20,0.205,0.195209,LD_cons0.8,1,0.827,2.3243
20,0.205,0.00127,LD_consLF,1,0.745,1.1622
20,0.205,0.218,LP_ST,1,0.783,1.973
20,0.205,0.2,LP_ST,1,0.791,1.6486
20,0.205,0.223,LP_ST,1,0.756,2.1622
20,0.205,0.19,LP_ST,1,0.81,1.6486
20,0.205,0.203,LP_ST,1,0.795,1.7568
20,0.205,0.193,LP_ST,1,0.781,1.6757
20,0.205,0.21,LP_ST,1,0.775,1.7027
20,0.205,0.202,LP_ST,1,0.781,1.7568
20,0.205,0.196,LP_ST,1,0.787,1.7568
20,0.205,0.221,LP_ST,1,0.774,1.8919
20,0.205,0.212,LP_ST,1,0.782,1.8108
20,0.205,0.207,LP_ST,1,0.788,1.6757
20,0.205,0.213,LP_ST,1,0.789,1.9459
20,0.205,0.228,LP_ST,1,0.768,2.1081
20,0.205,0.195,LP_ST,1,0.792,1.7027
20,0.205,0.195,LP_ST,1,0.795,1.5946
20,0.205,0.19,LP_ST,1,0.785,1.4865
20,0.205,0.191,LP_ST,1,0.806,1.6216
20,0.205,0.201,LP_ST,1,0.799,1.7297
20,0.205,0.218,LP_ST,1,0.773,1.973
20,0.205,0.19,LP_ST,1,0.805,1.5946
20,0.205,0.211,LP_ST,1,0.776,1.8649
20,0.205,0.202,LP_ST,1,0.785,1.6757
20,0.205,0.201,LP_ST,1,0.783,1.7838
20,0.205,0.201,LP_ST,1,0.796,1.8649
20,0.205,0.198,LP_ST,1,0.791,1.7297
20,0.205,0.187,LP_ST,1,0.815,1.6216
20,0.205,0.198,LP_ST,1,0.792,1.7297
20,0.205,0.194,LP_ST,1,0.805,1.7568
20,0.205,0.206,LP_ST,1,0.788,1.9189
20,0.205,0.215,LP_ST,1,0.77,1.7568
20,0.205,0.201,LP_ST,1,0.794,1.7297
20,0.205,0.2,LP_ST,1,0.796,1.6757
20,0.205,0.205,LP_ST,1,0.782,1.8649
20,0.205,0.19,LP_ST,1,0.812,1.5676
20,0.205,0.223,LP_ST,1,0.77,1.9459
20,0.205,0.199,LP_ST,1,0.797,1.6486
20,0.205,0.208,LP_ST,1,0.788,1.973
20,0.205,0.224,LP_ST,1,0.792,1.8108
20,0.205,0.198,LP_ST,1,0.787,1.7027
20,0.205,0.216,LP_ST,1,0.791,1.8919
20,0.205,0.198,LP_ST,1,0.791,1.7838
20,0.205,0.2,LP_ST,1,0.783,1.5676
20,0.205,0.202,LP_ST,1,0.801,1.7568
20,0.205,0.195,LP_ST,1,0.787,1.6757
20,0.205,0.201,LP_ST,1,0.791,1.8108
20,0.205,0.197,LP_ST,1,0.803,1.7568
20,0.205,0.193,LP_ST,1,0.801,1.6486
20,0.205,0.208,LP_ST,1,0.787,1.8649
20,0.205,0.2,LP_ST,1,0.787,1.7297
20,0.205,0.208,LP_ST,1,0.769,1.8919
